Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000545407.jpg,A large commercial airplane flying through a clear blue sky.,1.2089,0.1429,0.686,0.3169
000000122217.jpg,"Two soccer players on field, one in green, one in white.",0.0439,0.0667,0.1087,0.2286
000000005600.jpg,"Two bowls of food on a white plate, one with meat, one with fruit.",0.4255,0.2424,0.5297,0.2725
000000297396.jpg,A plate of chocolate Bundt cakes with white icing drizzle.,0.3327,0.2069,0.5439,0.3467
000000386277.jpg,"A vibrant orange hangs from a tree branch, surrounded by green leaves.",0.5076,0.0476,0.4605,0.2959
000000523241.jpg,"A grainy image of a busy street with cars, buildings, and a pedestrian crossing sign.",0.2525,0.2857,0.5094,0.261
000000464824.jpg,Man in striped shirt and hat holds up a large cylindrical object.,0.0524,0.1111,0.098,0.1997
000000032570.jpg,"Surfer rides massive wave, crouched low on surfboard.",0.1205,0.4138,0.1402,0.2925
000000237928.jpg,"A small, cluttered kitchen with white cabinets and a refrigerator.",0.4934,0.1765,0.484,0.2993
000000439525.jpg,A woman in a floral dress cuts a white cake with a knife.,0.756,0.2424,0.6336,0.3098
000000206579.jpg,A birthday cake with candles on a white tablecloth.,1.2609,0.1143,0.4956,0.2844
000000267434.jpg,A group of cows grazing in a green field near a house.,2.1732,0.0645,0.7231,0.2988
000000050006.jpg,"A serene lakeside scene with boats, trees, and a distant mountain.",0.0015,0.3448,0.1087,0.2739
000000188906.jpg,"A blurry, abstract painting with indistinct shapes and colors.",0.0018,0.1667,0.101,0.1498
000000250758.jpg,Two zebras in a grassy field with trees and fence in the background.,0.2483,0.1081,0.4288,0.3237
000000312263.jpg,"A tall, dark building with numerous windows and a prominent clock tower.",0.4044,0.1818,0.4318,0.224
000000446651.jpg,"Two helmeted riders on motorcycle, one wearing sunglasses.",0.0013,0.2439,0.0746,0.3027
000000145597.jpg,"Five people picnic on grass, surrounded by food and drinks.",0.173,0.2353,0.2166,0.3459
000000122606.jpg,"A white city bus with blue and yellow designs, displaying ""Cross Tour"" on its digital sign.",0.1712,0.1143,0.2797,0.3596
000000417085.jpg,Two cows graze on a grassy field near a road.,0.4369,0.2182,0.2896,0.3057
000000092839.jpg,"A polar bear lies on its stomach, looking up at the camera.",1.4033,0.2051,0.4018,0.3086
000000533493.jpg,"Three men in black shirts pose against a blue background, one giving a thumbs up.",0.1973,0.2963,0.3543,0.3167
000000494427.jpg,"A laptop with a black screen displaying ""Inspiron"" in blue text.",0.2477,0.2353,0.2778,0.3794
000000438907.jpg,"Two young men skateboarding in an urban setting, one airborne.",0.0004,0.2667,0.1271,0.3198
000000246436.jpg,"Man cooking pizza in kitchen, wearing black shirt, using spatula.",0.1196,0.1176,0.2556,0.3374
000000060886.jpg,"Baseball players celebrating on field, likely after winning game.",0.0319,0.1622,0.3155,0.3389
000000291791.jpg,Vintage military motorcycle with number 4937280 on grassy field.,0.2228,0.1667,0.1852,0.3225
000000294163.jpg,A tall clock tower with illuminated face stands against a clear blue sky.,1.0136,0.2174,0.6696,0.3267
000000350405.jpg,"A snowboarder descends a snowy slope, wearing a white jacket and black pants.",0.1549,0.1875,0.433,0.3584
000000456662.jpg,"A young girl stands in a kitchen, smiling at the camera.",0.9559,0.2424,0.6114,0.3149
000000286708.jpg,A black and white cat wearing a pink beanie hat.,1.357,0.1714,0.699,0.3625
000000005477.jpg,A yellow airplane with blue accents is parked on a runway.,0.5689,0.1875,0.3012,0.2927
000000486573.jpg,"A clear vase with white flowers sits on a windowsill, overlooking a lush green landscape.",0.8625,0.0645,0.6045,0.3481
000000369675.jpg,A vintage red and white train with black windows at a station.,0.9714,0.1429,0.531,0.3359
000000164115.jpg,A surfboard leaning against a wooden fence in a beach setting.,0.5809,0.2143,0.3683,0.3054
000000113403.jpg,Three teddy bears rest on a bed with colorful pillows.,0.6314,0.087,0.446,0.3242
000000127530.jpg,Tennis player in blue shirt and white shorts prepares to hit ball.,0.9231,0.0741,0.5869,0.2578
000000384136.jpg,"Woman with dark hair in yellow shirt, holding black hairdryer in bathroom.",0.2353,0.1935,0.1961,0.3462
000000419408.jpg,"Two men in park: one skateboarding on tree, one sitting on bench.",0.1773,0.2105,0.1786,0.3279
000000548524.jpg,"Surfer rides wave on beach, pier visible in background.",0.1448,0.1667,0.1667,0.2898
000000187513.jpg,"A bathroom with a sink, toilet, shower, and mirror.",0.4981,0.129,0.3444,0.2827
000000118594.jpg,A longhorn cow with large horns grazing in a grassy field.,0.5599,0.2222,0.3431,0.3586
000000539143.jpg,A blue train with yellow front and red doors travels on tracks.,0.4432,0.2667,0.3457,0.28
000000169356.jpg,A skateboarder performs a trick on a white picket fence.,0.6782,0.4,0.5889,0.3096
000000494863.jpg,A red train with white stripes and a circular logo on the side.,0.3403,0.1739,0.2818,0.2856
000000217753.jpg,A colorful display of various fruits and vegetables in a grocery store.,0.5622,0.16,0.5011,0.3149
000000491213.jpg,A black motorcycle parked on a brick sidewalk beside a vintage car.,1.1801,0.2581,0.4688,0.3569
000000374551.jpg,"A small bird perched on a branch, facing right, with a brown body and black beak.",0.1675,0.2069,0.4524,0.3071
000000482477.jpg,"A majestic hawk perched on a tree branch, gazing intently to the left.",0.2089,0.1538,0.3686,0.2837
000000521259.jpg,People playing frisbee on a dirt field near a yellow building.,0.3691,0.2927,0.3431,0.2678
000000134096.jpg,"Calico cat with black, orange, and white fur standing near a sink.",0.1945,0.5385,0.3042,0.3723
000000288685.jpg,Sheep herder guides flock of sheep with dog in grassy field.,0.3753,0.0976,0.241,0.2551
000000094751.jpg,"A grainy cityscape with a white building, fence, and street signs.",0.0574,0.4118,0.137,0.2632
000000293245.jpg,"A black motorcycle parked in front of a building with a large ""500"" sign.",0.8739,0.1111,0.4915,0.3398
000000167122.jpg,"A nighttime scene with a car, streetlights, and a building visible.",0.1765,0.1875,0.3255,0.2793
000000447187.jpg,"A baseball game in progress with players, umpire, and pitcher visible on the field.",0.2421,0.0,0.2105,0.3193
000000350002.jpg,"A woman in a white dress sits on a bed, looking directly at the camera.",0.5657,0.3158,0.516,0.2246
000000553664.jpg,"A cozy home office with a laptop, books, and comfortable seating.",0.0018,0.1143,0.163,0.2502
000000246968.jpg,"A woman in a kitchen, surrounded by cluttered countertops and appliances.",0.1238,0.129,0.4518,0.3325
000000129054.jpg,"A herd of zebras grazes in a grassy field, with trees visible in the background.",0.3751,0.2424,0.7143,0.3237
000000138241.jpg,"Three plates of food on a wooden table, featuring various dishes.",0.4737,0.2308,0.4416,0.2318
000000574297.jpg,A jockey rides a brown horse on a dirt track.,1.2398,0.0,0.6169,0.2876
000000328117.jpg,"A buffet tray with donuts labeled ""Medhu Vada"" in a foreign language.",0.0817,0.0,0.3351,0.3469
000000192699.jpg,Two people in helmets and jackets ride dirt bikes in a forest.,0.915,0.2609,0.5204,0.3574
000000344611.jpg,A flooded road with warning signs for water and railroad crossing ahead.,0.368,0.0889,0.3457,0.3628
000000153510.jpg,"A plate of chicken and vegetables, possibly with rice, on a green plate.",0.3258,0.3333,0.4224,0.2925
000000576031.jpg,A woman in a red coat and black pants is skiing on snow.,0.0716,0.24,0.4745,0.3103
000000108864.jpg,"Two elephants standing in a grassy field, one larger than the other.",0.8208,0.0625,0.4745,0.3389
000000370677.jpg,Three smiling bakery workers in colorful uniforms stand before shelves of pastries.,0.6752,0.1212,0.418,0.3625
000000502347.jpg,A serene coastal town nestled against a lush green mountain backdrop.,0.0,0.125,0.099,0.2688
000000098018.jpg,"A cluttered room with a dog, door, and various objects visible.",0.0021,0.1,0.1364,0.2881
000000384666.jpg,A group of six skiers descending a snowy mountain slope.,0.2251,0.1,0.3178,0.3179
000000101068.jpg,A man in a white shirt and black hat swings a baseball bat on a field.,0.4574,0.0,0.4978,0.2886
000000070254.jpg,A green train with yellow accents arrives at a bustling station platform.,0.4601,0.1212,0.4585,0.3271
000000283038.jpg,A stop sign stands in a city street with buildings and parked cars in the background.,0.5877,0.2759,0.3587,0.3179
000000398438.jpg,A person in a black suit is cutting a cake with a knife.,1.142,0.0,0.7282,0.3213
000000227399.jpg,A white train with yellow accents travels down a city street.,0.3043,0.2424,0.3501,0.3127
000000571718.jpg,Man in white shirt examines bananas in a grocery store setting.,0.0458,0.0,0.163,0.3396
000000427055.jpg,A large clock tower stands in front of a grand building.,0.3725,0.1429,0.3125,0.241
000000121744.jpg,A man in blue shirt and white shorts sits on a tennis court.,0.2058,0.3333,0.1911,0.2957
000000460927.jpg,"A large bear stands on rocky terrain, facing right in a natural setting.",0.1778,0.2857,0.3321,0.3127
000000385997.jpg,"A dimly lit room with a window, chair, and indistinct furniture.",0.0539,0.0513,0.2475,0.2959
000000016598.jpg,Woman in blue headscarf and shirt takes selfie with colorful phone.,0.1151,0.0769,0.2174,0.2952
000000240049.jpg,Man with child watches giraffe at zoo behind metal fence.,0.3044,0.129,0.2345,0.3208
000000526392.jpg,"A grainy city street scene with cars, traffic lights, and buildings visible.",0.1645,0.2286,0.1961,0.2421
000000466125.jpg,Two children play with an umbrella in a dimly lit room.,0.1636,0.2727,0.3151,0.2957
000000222118.jpg,"Woman with brown hair in black shirt, smiling while holding a red bag.",0.2842,0.1538,0.3064,0.2339
000000386912.jpg,"Woman in office setting, working at desk with computer and lamp.",0.4827,0.1818,0.2869,0.2593
000000177893.jpg,A red bus with white roof and windows parked on a street.,0.6932,0.069,0.4321,0.3228
000000248810.jpg,"A giraffe stands in a zoo enclosure, surrounded by trees and fencing.",0.4743,0.2857,0.4429,0.3589
000000252332.jpg,A red octagonal stop sign with white border and text stands in a wooded area.,0.3464,0.129,0.4155,0.3074
000000219271.jpg,"A bustling outdoor scene with people, tents, and mountains in the background.",0.0006,0.1176,0.1163,0.3328
000000292456.jpg,"Man and woman on moped, handing over suitcase to bellhop.",0.2985,0.1935,0.4102,0.3347
000000133343.jpg,"A man in sunglasses and a suit, looking to the right.",0.6575,0.2,0.6401,0.2698
000000436551.jpg,Two swans with black feathers and red beaks resting on water.,0.258,0.1333,0.1807,0.3276
000000378453.jpg,A herd of zebras grazes on grass near a tree line.,0.7563,0.2564,0.4416,0.3301
000000114049.jpg,A crowded subway car with people standing and sitting among luggage.,0.1366,0.2581,0.2101,0.2585
000000080949.jpg,"A cat lounges on a laptop keyboard, facing left.",0.0378,0.125,0.3507,0.3364
000000400803.jpg,"Orange rescue boat with two people on deck, moving through blue water.",0.4274,0.1176,0.3717,0.3396
000000447465.jpg,Two skiers in colorful outfits prepare for a downhill race.,0.1178,0.1622,0.2,0.3652
000000358923.jpg,Woman in red jacket holds phone and umbrella in rainy outdoor setting.,0.4349,0.2222,0.1351,0.2445
000000491725.jpg,A nighttime harbor scene with illuminated sailboats docked along a pier.,0.178,0.3226,0.253,0.3442
000000512564.jpg,"A bustling city street with tall buildings, parked cars, and a bus.",0.1617,0.1538,0.4429,0.2898
000000551804.jpg,Woman in white and black tennis outfit playing on red court.,0.8202,0.1622,0.3079,0.3335
000000142585.jpg,"A city street scene with cars, a bus, and a building in the background.",0.0179,0.32,0.2326,0.1835
000000474344.jpg,Two men playing baseball on a grassy field with trees in the background.,0.2938,0.1765,0.2428,0.291
000000474028.jpg,A soccer game in progress with players on a grassy field.,0.3704,0.1667,0.2174,0.2886
000000339823.jpg,Woman in yellow dress smiles under black umbrella against blue sky.,0.5977,0.1143,0.4055,0.3447
000000181421.jpg,"Three people in a boat on a lake, with one holding an umbrella.",1.0727,0.1111,0.6752,0.3708
000000401446.jpg,"A woman in a red dress stands on a street, holding a white purse.",0.3857,0.3125,0.3661,0.2357
000000186938.jpg,"A small bird with white head, black beak, and black eye stripe.",0.4224,0.2581,0.3042,0.2993
000000146825.jpg,A red train with yellow accents travels through a bustling city station.,0.4758,0.0851,0.3042,0.2678
000000364322.jpg,A flock of white sheep grazing on a lush green pasture.,0.5672,0.3226,0.4416,0.3174
000000062692.jpg,Woman in blue skirt and white shoes playing tennis on blue court.,0.4343,0.2051,0.3394,0.2747
000000297830.jpg,A large black and white dog sits on a porch with a beer bottle.,0.8101,0.125,0.5725,0.3345
000000136772.jpg,"A clear bowl of mixed fruit, including strawberries and possibly peaches.",0.5331,0.1765,0.4482,0.342
000000461275.jpg,Two intersecting street signs for Furnace and Crapo Streets.,0.6694,0.2667,0.413,0.3799
000000019402.jpg,"Two people in black hoodies, one with hand on chin, one with hand on head.",0.0364,0.1875,0.2937,0.3054
000000228214.jpg,A Marine in dress uniform holding a water bottle and phone.,0.7963,0.2727,0.6158,0.3799
000000561679.jpg,A street sign warns of maintenance on this block on Wednesday.,0.8874,0.1875,0.5061,0.345
000000463730.jpg,"A bustling city street with buses, cars, and pedestrians near a large building.",0.1077,0.0976,0.3713,0.2803
000000167067.jpg,"A young man in a tuxedo smiles at the camera, appearing to be at a formal event.",0.0158,0.1212,0.418,0.283
000000157928.jpg,"Two people in winter gear stand on snow, one holding skis.",0.1482,0.1212,0.2915,0.2935
000000449579.jpg,Woman in red and black tennis attire celebrating on blue court.,0.9132,0.2222,0.4295,0.3337
000000312720.jpg,A skier jumps high against a blue sky with scattered clouds.,0.1779,0.0465,0.1681,0.3506
000000544052.jpg,"A stormtrooper stands on a beach, holding a small Lego stormtrooper.",0.014,0.129,0.1807,0.3123
000000475732.jpg,"A cat wearing a blue hat with a red ""L"" logo.",0.5838,0.3158,0.3125,0.3599
000000072795.jpg,A baseball game in progress with players on field and spectators in stands.,0.2897,0.125,0.2818,0.3188
000000541123.jpg,Four players in red shirts and white shorts compete on a tennis court.,0.664,0.2069,0.4376,0.3347
000000020992.jpg,"A man with short hair and a mustache, wearing a brown jacket.",0.2062,0.2286,0.309,0.1956
000000403584.jpg,"Two surfers stand on a beach, silhouetted against a stormy sky.",0.3998,0.1818,0.4848,0.3628
000000229216.jpg,"Two women sit on a bench, one smoking, one looking at her phone.",0.5839,0.125,0.7154,0.3135
000000085823.jpg,"Three zebras grazing in a grassy field, viewed from the side.",0.2315,0.2857,0.2778,0.3391
000000001675.jpg,A black cat with white chest and whiskers sits on a keyboard.,0.5001,0.0645,0.6332,0.3359
000000495448.jpg,A three-tiered wedding cake with floral decorations on a table.,0.8086,0.2963,0.6724,0.3357
000000022192.jpg,A dog sits on a bed with a person's leg visible.,0.7183,0.1212,0.5061,0.2693
000000262048.jpg,A beach scene with people relaxing under a large red umbrella.,0.9562,0.2941,0.4416,0.3257
000000112626.jpg,A large black suitcase sits in a living room with a couch and table.,0.7508,0.1481,0.4695,0.2942
000000175364.jpg,A modern kitchen with stainless steel appliances and wooden cabinets.,0.3869,0.2,0.446,0.2913
000000158945.jpg,A large elephant carrying a person on its back in a jungle setting.,0.2988,0.0741,0.5111,0.3335
000000116439.jpg,A woman in a wide-brimmed hat sits on a colorful blanket outdoors.,0.1325,0.1053,0.5496,0.281
000000433103.jpg,"Group of people in yellow shirts with red crosses, seated in a line.",0.1483,0.1111,0.2629,0.2993
000000553221.jpg,"Man windsurfing high above water, holding onto sail.",0.2506,0.0571,0.0625,0.2837
000000253452.jpg,"A breakfast spread with eggs, toast, and coffee on a table.",0.3528,0.16,0.4727,0.2288
000000565778.jpg,"A blue train emerges from a tunnel, surrounded by lush green forest.",0.3642,0.1053,0.3394,0.3469
000000342367.jpg,Three men in black suits and hats stand in a formal room.,0.2669,0.5714,0.2688,0.2698
000000382088.jpg,A white horse stands in a fenced arena with trees in the background.,0.907,0.069,0.5984,0.3125
000000006614.jpg,A still life of fruits and vegetables arranged on a table.,0.0074,0.0714,0.2174,0.3076
000000139684.jpg,"A cozy living room with a TV, couch, and decorative elements.",0.2981,0.1212,0.3993,0.2864
000000193743.jpg,"Tennis player on blue court, waving with racket in hand.",0.2163,0.2439,0.2586,0.3447
000000290771.jpg,"A cozy living room with a couch, coffee table, and large windows overlooking a forest.",0.5161,0.1765,0.6045,0.3403
000000400794.jpg,"Man with goatee eats food, wearing striped shirt and white undershirt.",0.0007,0.0667,0.1856,0.3586
000000148508.jpg,A bustling city street with a red double-decker bus and pedestrians.,0.5272,0.1395,0.4782,0.2986
000000463522.jpg,A horse stands on a street with buildings and people in the background.,0.8295,0.2143,0.4882,0.3433
000000056344.jpg,"A cluttered desk with two monitors, keyboard, mouse, and cell phone.",0.5461,0.3846,0.3876,0.3286
000000134886.jpg,A large airplane flies over a car on a hillside.,0.3951,0.093,0.4088,0.2988
000000460379.jpg,Three giraffes in a grassy field with trees in the background.,0.8417,0.2857,0.4055,0.3352
000000126226.jpg,"Baseball players in dugout, wearing red and white uniforms, sitting on benches.",0.21,0.0541,0.3094,0.3396
000000108503.jpg,Two people walk along a beach with ocean and trees in the background.,0.5962,0.2308,0.5984,0.3064
000000529105.jpg,"A black horse lying in a grassy field, surrounded by hay.",0.3912,0.2143,0.3803,0.3647
000000224807.jpg,A group of people dining together at a round table with a red tablecloth.,0.1737,0.2222,0.5066,0.3201
000000193884.jpg,A nighttime scene of a cemetery with a stop sign and white headstones.,0.6912,0.069,0.4376,0.2761
000000212166.jpg,A young girl in a black shirt sits at a green table with a plate of food.,0.2027,0.2857,0.3845,0.2666
000000396518.jpg,"A man in traditional Asian attire sits on a rock, holding a walking stick.",0.0201,0.2143,0.2354,0.3103
000000070048.jpg,"A table set with salad, soup, sandwich, and wine glasses.",0.3754,0.1875,0.2294,0.2969
000000382696.jpg,"A cluttered laundry room with a washer, dryer, and trash can.",0.0789,0.2759,0.3431,0.2747
000000165257.jpg,"A cluttered kitchen with a sink, cabinets, and various items on the counter.",0.7777,0.2069,0.7683,0.3018
000000311518.jpg,A green canoe floats on a lake near a house and trees.,0.3852,0.3077,0.3351,0.2827
000000341719.jpg,A snowy mountain scene with skiers and snowboarders enjoying a winter day.,0.1571,0.2069,0.4464,0.313
000000427034.jpg,"A dog lies on a bed, looking at a computer screen.",0.3956,0.2,0.4043,0.3213
000000229849.jpg,Woman in blue tennis outfit serves on blue court with Continental Airlines banner.,0.1641,0.1714,0.124,0.3579
000000189451.jpg,A partially eaten chocolate cake on a white plate with a knife.,0.8921,0.2326,0.4796,0.3411
000000060932.jpg,A man in a white suit waves at the camera in a formal setting.,0.3551,0.303,0.426,0.2888
000000551820.jpg,"A man in a gym, holding a barbell, surrounded by other gym-goers.",0.0065,0.2,0.2302,0.2449
000000284762.jpg,"A street scene with a traffic light, blue street sign, and building in the background.",0.1443,0.3636,0.2083,0.2683
000000067406.jpg,Two people fly a red and white kite in a grassy field.,1.2843,0.1875,0.6233,0.3298
000000354307.jpg,"A man with short black hair lies on a white pillow, eyes closed.",0.0427,0.1333,0.3982,0.2491
000000578500.jpg,"A cozy living room with red walls, blue furniture, and a central coffee table.",0.2515,0.3077,0.3947,0.2876
000000127092.jpg,A large yellow building with multiple windows and a sign in front.,0.3381,0.2222,0.3962,0.2263
000000556765.jpg,"A baby elephant stands in shallow water, surrounded by colorful speckles.",0.6819,0.1481,0.3431,0.3027
000000066523.jpg,"A cozy bedroom with a bed, pillows, and a floral-patterned curtain.",0.0078,0.3871,0.2869,0.2744
000000192670.jpg,"Baseball game: batter swinging, catcher crouched, umpire watching.",0.0729,0.4,0.0699,0.3081
000000554291.jpg,"A cat sits on a table, looking down at a piece of paper.",0.0827,0.0,0.4376,0.2269
