Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000117374.jpg,"A faint, indistinct shape is visible within a textured field.",0.0,0.0,0.122,0.1874
000000439715.jpg,"A faint, blurry figure is visible in a grainy image.",0.0013,0.1667,0.15,0.2556
000000201025.jpg,"The image is a field of random, multicolored digital noise.",0.0009,0.0,0.15,0.1821
000000092177.jpg,"A stylized, colorful, round object sits on a plate.",0.0002,0.0,0.1111,0.21
000000468245.jpg,A room with white cabinets and a dark floor.,0.0795,0.0,0.2581,0.2522
000000369037.jpg,"A dark, speckled image with faint, diffuse light patterns.",0.0017,0.0,0.1111,0.1881
000000135604.jpg,A dog stands on a grassy field with trees in the background.,0.1577,0.0,0.3757,0.1707
000000302452.jpg,"The image is a colorful, abstract pattern with some faint shapes.",0.0005,0.0,0.1364,0.1266
000000396580.jpg,"The image is a textured, abstract field of mixed colors.",0.0003,0.0488,0.1,0.1864
000000376284.jpg,"The image is a field of multicolored, random digital noise.",0.0094,0.0952,0.1875,0.1941
000000157756.jpg,A starry night sky with a bright celestial object visible.,0.0025,0.0541,0.1271,0.1786
000000456496.jpg,A person stands in a field with trees in the background.,0.0023,0.0,0.1364,0.1425
000000154339.jpg,"A colorful, abstract image featuring circular shapes.",0.0285,0.0,0.1136,0.2345
000000275727.jpg,A train travels along a track through a landscape.,0.4377,0.0,0.5163,0.2395
000000322724.jpg,A figure stands in a field under a cloudy sky.,0.0471,0.0,0.2,0.2045
000000367386.jpg,"A blurry, abstract image with faint shapes visible.",0.0015,0.0,0.125,0.2051
000000351609.jpg,"The image displays a textured, colorful abstract pattern.",0.0,0.0,0.0625,0.1823
000000402334.jpg,"A tall, slender structure rises against a textured background.",0.0553,0.3871,0.1235,0.2107
000000006818.jpg,"The image is a textured, abstract field of color.",0.0004,0.0667,0.1235,0.1578
000000502910.jpg,A blurry image shows a street scene with a lamppost.,0.0682,0.0,0.3117,0.2261
000000467176.jpg,"A dark, textured image with faint, indistinct shapes visible.",0.0003,0.0,0.0694,0.167
000000205105.jpg,"A faint, diffuse nebula is visible against a dark background.",0.002,0.0,0.1271,0.1497
000000052591.jpg,A figure stands holding a staff against a bright background.,0.0685,0.2105,0.2198,0.2942
000000066038.jpg,"A colorful, abstract landscape with rolling hills under a bright sky.",0.082,0.0606,0.1364,0.0877
000000286908.jpg,Abstract composition of geometric and organic shapes in various colors.,0.0424,0.0714,0.15,0.188
000000144932.jpg,"The image is a field of random, multicolored speckles.",0.0024,0.0,0.1709,0.1915
000000261161.jpg,A blurry figure stands near a body of water.,0.0241,0.0,0.2184,0.1653
000000512194.jpg,"A faint, abstract figure is visible against a bright background.",0.0,0.0952,0.1099,0.2017
000000507473.jpg,"A blurry, indistinct figure is visible in the image.",0.0009,0.0,0.101,0.2157
000000232538.jpg,"A tall structure stands behind a dark, low building.",0.0,0.0,0.1235,0.2213
000000383289.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0002,0.0606,0.0694,0.1643
000000038825.jpg,Two striped animals stand in a grassy area.,0.4794,0.0,0.605,0.3264
000000256192.jpg,"A faint, abstract shape is visible against a textured background.",0.0009,0.1,0.1376,0.2047
000000306893.jpg,"The image is a highly textured, abstract field of color.",0.0006,0.0,0.1376,0.197
000000356261.jpg,"A blurry, abstract image with soft, indistinct shapes.",0.0012,0.0,0.125,0.1754
000000040757.jpg,"The image is a field of random, multicolored speckles.",0.0025,0.0,0.1235,0.2128
000000063047.jpg,A small house stands in a grassy outdoor setting.,0.0,0.1765,0.1111,0.2168
000000502168.jpg,"The image is a textured, abstract field of mixed colors.",0.0051,0.0455,0.1829,0.1737
000000210502.jpg,A faded crest is visible on a textured wall surface.,0.0013,0.0,0.2345,0.2279
000000232088.jpg,"Two indistinct, dark shapes are visible against a bright background.",0.0,0.0769,0.122,0.2401
000000095899.jpg,"A stop sign is visible near a street sign reading ""Fort York Blvd.""",0.6965,0.0526,0.4838,0.3677
000000416451.jpg,A musician plays an instrument on a stage.,0.0012,0.0,0.1875,0.1989
000000549738.jpg,A bright light shines near a distant church spire.,0.0,0.0,0.1852,0.2206
000000502732.jpg,"The image is a heavily pixelated, abstract pattern with some faint rectangular shapes.",0.0003,0.0,0.0893,0.2
000000474164.jpg,"A blurry, indistinct figure stands in a doorway or window.",0.0,0.0,0.15,0.2256
000000389316.jpg,A blurry outdoor scene with indistinct figures and structures.,0.0,0.0,0.0617,0.1938
000000526728.jpg,"The image is a highly pixelated, abstract pattern of colors.",0.0009,0.0714,0.1,0.1875
000000435205.jpg,"A colorful, abstract pattern fills the entire frame.",0.0,0.0769,0.0467,0.1599
000000312237.jpg,"The image displays a textured, abstract field of colors.",0.0009,0.0,0.1389,0.1736
000000431727.jpg,A celestial object is visible against a speckled background.,0.0,0.0,0.1111,0.2163
000000226883.jpg,A blurry outdoor scene with indistinct shapes and colors.,0.0019,0.0,0.167,0.231
000000164969.jpg,"A rectangular area with faint, indistinct markings is visible.",0.0016,0.0,0.1111,0.2427
000000569059.jpg,A cluttered desk with a computer monitor is visible.,0.5269,0.0,0.4956,0.3179
000000186980.jpg,"The image is a heavily pixelated, abstract visual texture.",0.0,0.0488,0.0617,0.2113
000000180383.jpg,"A small, rectangular, light-colored object is visible in a textured field.",0.0041,0.0741,0.3079,0.1724
000000545407.jpg,A silhouette of a bird in flight against a textured background.,0.003,0.0,0.1681,0.2532
000000122217.jpg,"A dark, textured background with a faint circular shape visible.",0.0,0.0,0.1,0.2336
000000005600.jpg,"A colorful, mottled celestial object dominates the image.",0.0,0.0645,0.0467,0.1572
000000297396.jpg,"A detailed, colorful depiction of a mythological scene on a boat.",0.0026,0.0,0.3431,0.136
000000386277.jpg,"A bright, rounded object is visible against a darker background.",0.0,0.0,0.1099,0.2573
000000523241.jpg,"A blurry, abstract image featuring vertical and horizontal elements.",0.0005,0.0,0.0794,0.2267
000000464824.jpg,"A textured, abstract image featuring a partial, cylindrical object.",0.0,0.0,0.101,0.1927
000000032570.jpg,"A cyclist is visible against a textured, speckled background.",0.0009,0.0,0.1389,0.1787
000000237928.jpg,"A blurry, abstract image with a bright light source.",0.0011,0.0,0.101,0.1908
000000439525.jpg,"A blurry, abstract figure is visible in the image.",0.0003,0.0,0.0855,0.2119
000000206579.jpg,"A bright, rectangular feature stands out against a dark background.",0.0754,0.0,0.1648,0.178
000000267434.jpg,"A mottled, abstract field of mixed colors and textures.",0.0221,0.0,0.1111,0.2017
000000050006.jpg,"The image is a blurry, abstract field of mixed colors.",0.0022,0.0,0.1471,0.2146
000000188906.jpg,"A faint, diffuse cloud structure is visible against a speckled background.",0.0008,0.0,0.1364,0.1081
000000250758.jpg,"A faint, swirling, spiral shape is visible in the image.",0.0043,0.0606,0.1762,0.2185
000000312263.jpg,"The image is a dense, textured block of illegible text.",0.0087,0.0,0.1835,0.2227
000000446651.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0003,0.0,0.0556,0.1716
000000145597.jpg,"A colorful, abstract cosmic cloud fills the frame.",0.0006,0.0714,0.102,0.0818
000000122606.jpg,A blurry image of a white and blue bus.,0.0183,0.0556,0.2505,0.2878
000000417085.jpg,A landscape view with distant hills under a bright sky.,0.0,0.0,0.0917,0.1853
000000092839.jpg,A white animal is visible against a dark background.,0.0245,0.0,0.1515,0.2874
000000533493.jpg,Three men are gathered outdoors in a casual setting.,0.3882,0.0,0.3188,0.2671
000000494427.jpg,A rectangular object is visible against a textured background.,0.0024,0.0,0.1667,0.2781
000000438907.jpg,A blurry outdoor scene featuring a building and people.,0.0,0.0541,0.1235,0.2136
000000246436.jpg,"A colorful, abstract image with blurred shapes and textures.",0.0382,0.0,0.1111,0.0949
000000060886.jpg,"The image is a field of colorful, indistinct visual noise.",0.0773,0.0,0.1829,0.1974
000000291791.jpg,"A vintage motorcycle is depicted in a grainy, faded image.",0.3497,0.0,0.3849,0.3066
000000294163.jpg,"A tall tower is visible against a blue, grainy background.",0.378,0.0,0.3413,0.3005
000000350405.jpg,"A dark, indistinct shape is visible against a speckled background.",0.0009,0.0,0.15,0.2046
000000456662.jpg,"A vertical, abstract, light-colored rectangular shape is centered.",0.0024,0.0,0.102,0.1852
000000286708.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0021,0.0,0.1389,0.161
000000005477.jpg,"A blurry, indistinct horizontal band across a textured background.",0.0,0.0,0.1235,0.1929
000000486573.jpg,"A faint, vertical streak appears against a textured background.",0.0,0.0,0.101,0.2307
000000369675.jpg,A train is visible on a track in an outdoor setting.,0.4216,0.0,0.3803,0.2563
000000164115.jpg,Abstract cosmic cloud formations are visible in the image.,0.0014,0.0714,0.0556,0.1837
000000113403.jpg,A blurry image shows a white figure near some foliage.,0.0,0.0,0.1,0.156
000000127530.jpg,"A man plays a guitar under the name ""Vincenzo Carlo.""",0.039,0.0,0.1648,0.1674
000000384136.jpg,"A blurry figure is visible in a grainy, indistinct image.",0.0017,0.0,0.2,0.222
000000419408.jpg,"A faint, indistinct figure is visible in a textured background.",0.0057,0.0,0.2556,0.1614
000000548524.jpg,A blurry landscape scene with a faint tree on the left.,0.0059,0.0,0.163,0.1887
000000187513.jpg,"The image is a heavily pixelated, abstract texture.",0.0,0.0,0.051,0.2228
000000118594.jpg,"A blurry, indistinct image of a figure or object.",0.0,0.0,0.0926,0.2375
000000539143.jpg,A blurry image shows a road with a yellow sign.,0.0833,0.0,0.2953,0.1669
000000169356.jpg,"Abstract, textured pattern with diagonal lines and varied tones.",0.0,0.0,0.0556,0.1705
000000494863.jpg,"A textured, abstract pattern with horizontal bands visible.",0.0,0.0,0.0625,0.197
000000217753.jpg,"A colorful, abstract pattern resembling a tiled surface.",0.0,0.0,0.0562,0.2209
000000491213.jpg,"A bicycle is visible in a grainy, somewhat abstract image.",0.001,0.0,0.1376,0.2563
000000374551.jpg,"Abstract, colorful, and textured pattern fills the entire frame.",0.0012,0.0,0.0617,0.1613
000000482477.jpg,A bird is perched on a thin vertical object.,1.0532,0.0,0.5948,0.293
000000521259.jpg,A blurry outdoor scene with figures visible in the distance.,0.0033,0.0513,0.1099,0.2205
000000134096.jpg,"Dark, irregular shapes are visible against a lighter background.",0.0,0.0,0.0617,0.2164
000000288685.jpg,A blurry outdoor scene with trees and ground visible.,0.0038,0.0488,0.1389,0.1699
000000094751.jpg,A blurry image shows a tall structure against a textured background.,0.0,0.0,0.1172,0.28
000000293245.jpg,A motorcycle is parked in front of a building facade.,0.9453,0.0,0.6181,0.3037
000000167122.jpg,"Several faint galaxies are visible against a dark, speckled background.",0.0315,0.0,0.0847,0.2166
000000447187.jpg,A blurry outdoor scene shows figures in a field.,0.0668,0.0,0.284,0.2386
000000350002.jpg,"A blurry, indistinct image of a person's face.",0.0,0.0,0.1124,0.193
000000553664.jpg,"A blurry, indistinct scene featuring some structural elements.",0.0,0.0714,0.0562,0.1915
000000246968.jpg,A blurry image shows a vintage-style vehicle indoors.,0.0,0.0606,0.125,0.1874
000000129054.jpg,"The image is a field of random, multicolored digital noise.",0.0017,0.0714,0.2896,0.2192
000000138241.jpg,"A faint, diffuse celestial object is visible against a speckled background.",0.0,0.0,0.1087,0.1163
000000574297.jpg,"A figure on horseback is visible in a hazy, bright scene.",0.0061,0.0,0.1818,0.2708
000000328117.jpg,"A colorful, abstract pattern fills the entire frame.",0.0,0.0,0.102,0.1549
000000192699.jpg,A group of people are gathered together in a scene.,0.0785,0.0,0.2808,0.2137
000000344611.jpg,"A faint, indistinct structure is visible against a textured background.",0.0023,0.0,0.0917,0.2211
000000153510.jpg,"A colorful, abstract pattern of mottled textures and shapes.",0.0031,0.0,0.1282,0.1917
000000576031.jpg,"Two figures stand in a bright, open, outdoor setting.",0.0001,0.0,0.101,0.1859
000000108864.jpg,"A dark, indistinct shape is visible against a lighter background.",0.0,0.0,0.061,0.2047
000000370677.jpg,"Abstract, colorful, and highly textured digital pattern.",0.0007,0.0,0.0472,0.1572
000000502347.jpg,The image is a field of static with horizontal bands.,0.01,0.0625,0.15,0.1959
000000098018.jpg,"The image is a heavily textured, abstract pattern of light and dark areas.",0.0099,0.0952,0.124,0.2061
000000384666.jpg,Three small figures are visible in a field.,0.009,0.0,0.125,0.213
000000101068.jpg,"A blurry, abstract image with faint shapes visible.",0.0005,0.0,0.102,0.1945
000000070254.jpg,A train is visible on tracks in an outdoor setting.,0.2436,0.1176,0.2556,0.2854
000000283038.jpg,"A circular logo with the letters ""STIB"" is visible.",0.0017,0.0,0.1111,0.2461
000000398438.jpg,"A colorful, speckled cosmic cloud fills the frame.",0.0,0.0,0.0935,0.1533
000000227399.jpg,"The image is a heavily distorted, abstract pattern.",0.0009,0.0625,0.0935,0.2214
000000571718.jpg,"A blurry, colorful image of a group of people.",0.0027,0.0,0.2338,0.2101
000000427055.jpg,A blurry outdoor scene featuring a structure and a tall object.,0.0,0.0,0.1485,0.2383
000000121744.jpg,"A blurry, colorful image of a figure in a natural setting.",0.0035,0.0,0.253,0.1963
000000460927.jpg,"A dark, amorphous shape is visible against a speckled background.",0.0,0.0,0.1099,0.2444
000000385997.jpg,"A bright, rectangular area is visible against a dark background.",0.0,0.0,0.15,0.2198
000000016598.jpg,"A woman is shown in a medium shot, appearing to be singing or speaking.",0.0399,0.08,0.3322,0.2085
000000240049.jpg,"A blurry, abstract image featuring indistinct human figures.",0.0,0.08,0.0562,0.17
000000526392.jpg,"The image is a highly textured, abstract field of mixed colors.",0.0013,0.0,0.1485,0.1761
000000466125.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0019,0.0,0.1235,0.1873
000000222118.jpg,A blurry figure stands against a textured background.,0.0,0.0,0.1875,0.2312
000000386912.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0024,0.0,0.1389,0.1742
000000177893.jpg,"The image is a field of random, multicolored static noise.",0.0005,0.0,0.092,0.177
000000248810.jpg,"The image is a field of colorful, abstract digital noise.",0.0125,0.0,0.1648,0.1748
000000252332.jpg,A red octagonal stop sign is prominently displayed.,0.4831,0.0,0.4213,0.3137
000000219271.jpg,"A colorful, abstract pattern fills the entire frame.",0.0,0.0588,0.08,0.1008
000000292456.jpg,A figure is depicted interacting with another form in a panel.,0.0017,0.0667,0.1807,0.2209
000000133343.jpg,A grainy portrait of a man's face is visible.,0.0014,0.0,0.1852,0.2384
000000436551.jpg,Two celestial bodies are visible against a starry background.,0.0409,0.0,0.1852,0.1799
000000378453.jpg,"A colorful, abstract field of speckled light and color.",0.0018,0.0,0.1111,0.1598
000000114049.jpg,"The image is an abstract, heavily textured visual field.",0.0161,0.069,0.0617,0.1937
000000080949.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0,0.0,0.0556,0.1537
000000400803.jpg,"A colorful, somewhat abstract, rounded object is visible.",0.0012,0.0,0.0935,0.2101
000000447465.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0004,0.0,0.1111,0.1671
000000358923.jpg,"A blurry, close-up portrait of a person's face.",0.0,0.0,0.0862,0.177
000000491725.jpg,"The image is a field of random, multicolored digital noise.",0.0025,0.0741,0.15,0.2097
000000512564.jpg,"The image is a highly textured, abstract field of mixed colors.",0.0004,0.0,0.099,0.1815
000000551804.jpg,"A faint, blurry shape is visible against a textured background.",0.0029,0.0,0.1376,0.2612
000000142585.jpg,"The image is a highly textured, abstract pattern of colors.",0.0011,0.0,0.1648,0.1465
000000474344.jpg,"Two figures stand in a grassy, outdoor field.",0.0014,0.0,0.0862,0.2188
000000474028.jpg,"A colorful, abstract cosmic cloud fills the entire frame.",0.0002,0.0,0.0741,0.087
000000339823.jpg,"A woman is depicted in a dynamic, expressive pose.",0.131,0.0,0.2922,0.2642
000000181421.jpg,A colorful cloud formation is visible against a textured sky.,0.0,0.0,0.0552,0.1385
000000401446.jpg,A figure stands in a field under a cloudy sky.,0.0044,0.0,0.2485,0.2189
000000186938.jpg,"A faint, diffuse celestial object is visible against a dark background.",0.0,0.0,0.1205,0.1677
000000146825.jpg,A horizontal band of color cuts across a textured background.,0.0,0.0,0.1376,0.2042
000000364322.jpg,"A dense cluster of rounded, textured forms fills the frame.",0.001,0.0,0.2556,0.1935
000000062692.jpg,"The image is a field of speckled, colorful noise.",0.0045,0.0526,0.1111,0.1624
000000297830.jpg,"A blurry, indistinct figure stands in an outdoor setting.",0.0,0.0,0.0505,0.2211
000000136772.jpg,"A colorful, abstract, circular shape is centered in the image.",0.0004,0.0,0.1,0.2291
000000461275.jpg,A white arrow graphic is visible against a textured background.,0.0641,0.0,0.2345,0.2456
000000019402.jpg,"A colorful, nebulous cosmic cloud fills the frame.",0.0002,0.0,0.0562,0.1119
000000228214.jpg,"A blurry, dark figure stands in a somewhat indistinct setting.",0.0007,0.0,0.1829,0.2119
000000561679.jpg,A blurry image shows a person and a dark background.,0.0,0.0,0.15,0.1887
000000463730.jpg,A blurry image shows a building with a visible window.,0.0008,0.0,0.122,0.2072
000000167067.jpg,"The image is an abstract, grainy texture with a faint, indistinct shape.",0.0012,0.0,0.119,0.2318
000000157928.jpg,"A blurry, indistinct figure stands in a bright, open area.",0.0003,0.0,0.1099,0.2262
000000449579.jpg,"A faint, blurry shape is visible against a textured background.",0.002,0.0,0.1648,0.219
000000312720.jpg,"A landscape scene under a textured, cloudy sky.",0.0,0.0,0.0935,0.1835
000000544052.jpg,"A blurry figure stands amidst a dense, textured background.",0.0,0.0,0.101,0.2023
000000475732.jpg,"A mottled, colorful image showing a transition between two areas.",0.0,0.0,0.122,0.1921
000000072795.jpg,"A faint, bright object is visible within a cloudy, textured field.",0.0247,0.0,0.1485,0.2404
000000541123.jpg,"A colorful, textured field with a central, reddish spot.",0.0032,0.0,0.2581,0.1846
000000020992.jpg,"A colorful, diffuse nebula fills the vast expanse of space.",0.0002,0.0,0.1271,0.0807
000000403584.jpg,"Two figures stand in an open, grassy field.",0.1197,0.0625,0.2197,0.2255
000000229216.jpg,"A blurry, colorful depiction of a figure in a natural setting.",0.0003,0.0714,0.1087,0.1759
000000085823.jpg,"Tiger stripes are visible in a textured, patterned image.",0.0029,0.08,0.2083,0.2551
000000001675.jpg,A blurry landscape featuring a dark silhouette against a bright sky.,0.0,0.0,0.2778,0.1409
000000495448.jpg,"The image is a heavily textured, abstract field of color.",0.0018,0.0,0.122,0.1635
000000022192.jpg,A dark silhouette of a dog and a triangular shape.,0.1591,0.0588,0.3413,0.1991
000000262048.jpg,"A vibrant red tree stands in a colorful, abstract landscape.",0.0553,0.0,0.2,0.089
000000112626.jpg,The image is a field of colorful digital noise.,0.0035,0.0,0.1111,0.1616
000000175364.jpg,"An interior room with a low, light-colored platform visible.",0.0252,0.0,0.1852,0.2477
000000158945.jpg,A blurry depiction of figures in an outdoor setting.,0.0073,0.0,0.098,0.2585
000000116439.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0004,0.0,0.0926,0.1711
000000433103.jpg,"A blurry, colorful image depicting a crowded outdoor scene.",0.0,0.0,0.0505,0.1647
000000553221.jpg,"The image shows a textured, speckled pattern with a faint central feature.",0.0004,0.0,0.1613,0.1788
000000253452.jpg,"Abstract, colorful, and textured shapes blend together in the image.",0.0019,0.0,0.0424,0.1063
000000565778.jpg,"A faint, blurry shape is visible against a textured background.",0.0009,0.0541,0.1271,0.2484
000000342367.jpg,A blurry image shows a figure and another person indoors.,0.0023,0.0,0.3117,0.2279
000000382088.jpg,"A faint, bright, elongated shape is visible against a textured background.",0.0029,0.0,0.163,0.2576
000000006614.jpg,"Several round, textured objects are clustered together on a surface.",0.0002,0.0,0.0787,0.2891
000000139684.jpg,An interior scene with furniture visible in the background.,0.1268,0.0,0.1736,0.2773
000000193743.jpg,"A faint, blurry figure is visible against a textured background.",0.0012,0.0,0.1376,0.2891
000000290771.jpg,A blurry image shows a person seated in a chair.,0.0026,0.0,0.3117,0.1931
000000400794.jpg,"The image is a textured, abstract field of color.",0.0026,0.0667,0.1111,0.1866
000000148508.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0009,0.0476,0.0926,0.2159
000000463522.jpg,A dark horse stands in a field under a cloudy sky.,0.3285,0.0,0.2521,0.1923
000000056344.jpg,A blurry image shows a horizontal object against a dark background.,0.0,0.0,0.1205,0.2444
000000134886.jpg,"A faint, horizontal streak is visible in the textured field.",0.0228,0.0,0.1476,0.2052
000000460379.jpg,The image is a textured field of mixed colors.,0.0838,0.0,0.1852,0.2188
000000126226.jpg,"A blurry outdoor scene shows a dark area next to a bright, textured ground.",0.0069,0.0,0.2262,0.2179
000000108503.jpg,A landscape featuring hills and a field under a bright sky.,0.0011,0.0,0.0602,0.1803
000000529105.jpg,"A diffuse, mottled area of cosmic gas and dust.",0.0006,0.0,0.2581,0.2014
000000224807.jpg,Abstract cosmic cloud formations are visible in the image.,0.0091,0.08,0.2315,0.1666
000000193884.jpg,A blurry landscape featuring trees against a bright sky.,0.0,0.0,0.1235,0.214
000000212166.jpg,"Abstract, colorful shapes blend across the image.",0.0,0.0,0.0,0.1644
000000396518.jpg,"A white figure is visible against a dark, textured background.",0.0031,0.0,0.1829,0.2111
000000070048.jpg,"Four circular, textured shapes are arranged in a square pattern.",0.0,0.0,0.05,0.1919
000000382696.jpg,A blurry image of an indoor or outdoor scene.,0.0076,0.0,0.0926,0.2181
000000165257.jpg,"The image is a heavily textured, abstract field of color.",0.0,0.0,0.1099,0.1622
000000311518.jpg,"The image is a heavily distorted, abstract pattern of colors.",0.0028,0.0,0.1471,0.1907
000000341719.jpg,"A blurry, indistinct figure is visible against a textured background.",0.0,0.0714,0.0917,0.1951
000000427034.jpg,A blurry interior scene shows a room with furniture.,0.0,0.0526,0.1111,0.2034
000000229849.jpg,"Abstract, colorful, textured pattern fills the entire frame.",0.0009,0.0,0.0562,0.1334
000000189451.jpg,"A mottled, abstract image with dark and light areas.",0.0021,0.0,0.1111,0.2006
000000060932.jpg,"A blurry figure stands in a dark, indistinct setting.",0.0055,0.069,0.463,0.1843
000000551820.jpg,A colorful nebula is visible against a speckled background.,0.0009,0.0,0.1111,0.0722
000000284762.jpg,"A stylized, abstract depiction of a vertical object and a horizontal element.",0.0,0.1379,0.1075,0.2295
000000067406.jpg,"A small figure is visible in a vast, open field.",0.0318,0.0,0.2896,0.2905
000000354307.jpg,"A blurry, abstract image with indistinct shapes and colors.",0.0014,0.0667,0.1389,0.1895
000000578500.jpg,"The image appears to be a heavily distorted, abstract pattern.",0.0133,0.0,0.1648,0.2343
000000127092.jpg,A blurry image of a building with a tower structure.,0.0419,0.0,0.2929,0.2095
000000556765.jpg,"A blurry, dark animal figure is visible in the center.",0.0061,0.0,0.3117,0.243
000000066523.jpg,"The image is a field of multicolored, random digital noise.",0.0,0.0,0.061,0.1781
000000192670.jpg,"Two figures are visible in an outdoor, grassy setting.",0.0003,0.0769,0.0397,0.1942
000000554291.jpg,"A blurry, indistinct face is visible against a textured background.",0.0001,0.0,0.122,0.2578
000000226417.jpg,"The image is a field of abstract, colorful digital noise.",0.0006,0.0,0.1,0.1628
000000368982.jpg,"A colorful, abstract pattern with distinct shapes visible.",0.0,0.0,0.0562,0.1837
000000283785.jpg,"The image displays a colorful, abstract pattern with horizontal lines.",0.0,0.0606,0.05,0.1672
000000458054.jpg,"A blurry, abstract image with indistinct shapes and textures.",0.001,0.0,0.0926,0.1783
000000338905.jpg,"The image is a heavily distorted, abstract pattern of colors.",0.0013,0.0,0.1099,0.1974
000000579070.jpg,Colorful cosmic clouds fill the vastness of space.,0.002,0.0,0.125,0.1305
000000414133.jpg,A blurry image shows a distant object against a landscape.,0.0,0.0556,0.1,0.2522
000000419098.jpg,"Two stylized, colorful figures are depicted in a vibrant, abstract manner.",0.0,0.069,0.0543,0.2195
000000237118.jpg,"A faint, blurry figure stands in a hazy, indistinct setting.",0.0053,0.0,0.2556,0.21
000000445999.jpg,"A portrait of a young woman with long, dark hair.",0.1294,0.069,0.2675,0.2395
000000055072.jpg,A horse is captured in motion against a blurred background.,0.002,0.0588,0.15,0.2058
000000353518.jpg,A blurry image shows a ship on the water.,0.0136,0.0,0.2315,0.2437
000000129062.jpg,"A blurry, colorful image of a building facade.",0.0057,0.0,0.2608,0.2542
000000550322.jpg,A blurry image shows a dark object next to a lighter one.,0.0,0.0,0.1075,0.2644
000000384513.jpg,"The image is a textured, abstract field of color.",0.0024,0.1026,0.1481,0.1582
000000581100.jpg,A blurry outdoor scene with indistinct structures and vegetation.,0.0024,0.0,0.0926,0.2507
000000242724.jpg,A blurry image shows figures and a horse in a field.,0.0026,0.0,0.2038,0.2172
000000081988.jpg,A silhouetted figure stands with arms outstretched against a bright background.,0.0358,0.0,0.1364,0.2015
000000323571.jpg,"A dark, angular shape cuts across a bright, textured background.",0.0178,0.0,0.122,0.1307
000000301135.jpg,A blurry outdoor scene with trees and some animals visible.,0.0145,0.0,0.0685,0.2455
000000125129.jpg,A blurry image of a person's face and upper body.,0.0,0.0714,0.1099,0.1912
000000017178.jpg,"A mottled, abstract pattern of colors fills the frame.",0.0015,0.0,0.101,0.1401
000000516318.jpg,"A faint, small celestial object is visible in a cloudy field.",0.106,0.0,0.253,0.1682
000000351096.jpg,"The image is a field of abstract, colorful, textured patterns.",0.0015,0.0,0.1,0.1097
