Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000376284.jpg,"A parking lot with cars, trees, and a white building in the background.",0.0035,0.1739,0.1596,0.1841
000000157756.jpg,A tall tower with a clock stands in a bustling city at night.,0.9627,0.0,0.4649,0.3147
000000456496.jpg,"A person stands on a bridge, overlooking a cityscape with a large tower.",0.0011,0.2439,0.1176,0.2166
000000154339.jpg,"Industrial machinery with gauges and pipes, illuminated by blue light.",0.1433,0.0571,0.1,0.3271
000000275727.jpg,Yellow and gray train on tracks with trees and sky in background.,0.9172,0.25,0.6825,0.2651
000000322724.jpg,A skier in red jacket and blue pants descends snowy mountain slope.,0.153,0.2703,0.1613,0.3174
000000367386.jpg,"A cozy living room with a black couch, red pillows, and a coffee table.",0.4617,0.0,0.5186,0.2939
000000351609.jpg,"A white bowl filled with orange fruits, possibly tangerines or mandarins.",0.1801,0.1667,0.163,0.3303
000000402334.jpg,A tall church steeple with a cross against a blue sky.,0.4142,0.4242,0.3803,0.3152
000000006818.jpg,"A bathroom with a toilet, sink, and two buckets on the counter.",0.7015,0.4706,0.4018,0.3088
000000502910.jpg,"A blurry outdoor scene with a sign, sidewalk, and building entrance.",0.0,0.2,0.1205,0.2385
000000467176.jpg,"Four people in a room, one watching TV, others facing away.",0.0216,0.1935,0.1705,0.2969
000000205105.jpg,Boy playing tennis on blue court at night with black fence.,0.2438,0.2667,0.1087,0.2864
000000052591.jpg,"Woman in white shirt and black skirt stands on sidewalk, holding pole.",0.0849,0.0909,0.2252,0.291
000000066038.jpg,"A beach scene with colorful umbrellas, people, and a tall building in the background.",0.0585,0.1714,0.2793,0.3464
000000286908.jpg,"A collage of five food photos, showcasing various dishes and bowls.",0.1754,0.4,0.3683,0.3333
000000144932.jpg,"A small yellow boat with a blue box floats on a calm, gray lake.",0.1652,0.1935,0.1923,0.3232
000000261161.jpg,A large dog stands on a sidewalk near a pink bench.,1.0912,0.0,0.6114,0.2996
000000512194.jpg,A white vase with black designs holds colorful flowers on a windowsill.,0.8297,0.1818,0.4,0.3337
000000507473.jpg,Woman brushing teeth in bathroom with green cup and striped curtain.,0.7643,0.2222,0.3079,0.3345
000000232538.jpg,A yellow and blue train is parked at a station with a tall smokestack.,0.8473,0.093,0.5662,0.3025
000000383289.jpg,A man in a black helmet rides a scooter on a city street.,0.0045,0.2286,0.3321,0.2788
000000038825.jpg,Two zebras grazing on green grass in a natural outdoor setting.,0.4532,0.2581,0.5831,0.3169
000000256192.jpg,A yellow motorcycle with blue accents parked on a city street.,1.0915,0.08,0.7426,0.2686
000000306893.jpg,"A red and white train travels through a city, passing buildings and a bridge.",0.5459,0.2424,0.4692,0.2717
000000356261.jpg,A horse stands on a grassy hill overlooking a flowing river.,0.3782,0.1429,0.4055,0.3865
000000040757.jpg,A baby sleeps peacefully on a white pillow in a crib.,0.0263,0.0889,0.3683,0.281
000000063047.jpg,A man in a colorful shirt stands in front of a building.,0.0456,0.1667,0.2447,0.2957
000000502168.jpg,A large ship on calm ocean with distant boats and bright sun.,0.3685,0.0,0.3378,0.2181
000000210502.jpg,A sleek silver train with a red stripe travels along brown tracks.,0.4032,0.3333,0.4018,0.3091
000000232088.jpg,"A cozy living room with a white couch, TV, and colorful decorations.",0.4381,0.0741,0.4429,0.2878
000000095899.jpg,A stop sign and blue street sign stand against a clear blue sky.,0.8271,0.25,0.4838,0.2402
000000416451.jpg,"Two men in a living room, one on couch, one on treadmill.",0.3657,0.1212,0.3457,0.3208
000000549738.jpg,"A vibrant kite soars against a cloudy sky, with a tall tower in the background.",0.2889,0.1667,0.5567,0.3389
000000502732.jpg,A stainless steel refrigerator with black accents in a kitchen setting.,0.7538,0.1739,0.4416,0.3701
000000474164.jpg,A brown pickup truck with a dog statue on its roof.,0.6,0.1053,0.2475,0.2905
000000389316.jpg,Two elephants in a zoo enclosure with trees and buildings in the background.,0.8596,0.1333,0.4376,0.3279
000000526728.jpg,Two people stand outside a building with a trash can nearby.,0.3672,0.0714,0.4055,0.2725
000000435205.jpg,A person is drawing on their thigh with a pen or pencil.,0.2073,0.0,0.31,0.2776
000000312237.jpg,"A serene beach scene with sand, water, and a distant mountain under a clear blue sky.",0.1102,0.2667,0.2174,0.2634
000000431727.jpg,A large black bird perched on a bare tree branch in a snowy forest.,0.1549,0.2857,0.3035,0.3157
000000226883.jpg,A small shed with a blue door sits in a grassy backyard.,0.001,0.0,0.1613,0.2627
000000164969.jpg,"A long, oval pizza with various toppings in a cardboard box.",0.3132,0.1176,0.4055,0.3542
000000569059.jpg,"A cluttered desk with a computer monitor, keyboard, mouse, and lamp.",0.57,0.1935,0.6222,0.321
000000186980.jpg,"A cozy kitchen with a wooden table, chairs, and a refrigerator.",0.2742,0.093,0.3683,0.3025
000000180383.jpg,A cow-shaped TV on a wooden table displays a news broadcast.,0.1214,0.0667,0.2717,0.3713
000000545407.jpg,A large passenger airplane flying through a clear blue sky.,1.3618,0.0,0.686,0.3171
000000122217.jpg,Two children ride scooters on a street with yellow and white lines.,0.0473,0.125,0.3394,0.2732
000000005600.jpg,Two bowls of food on a white plate with a black rim.,0.6258,0.3636,0.6058,0.2617
000000297396.jpg,A plate of brownies with white frosting on a white tablecloth.,0.3717,0.2759,0.5261,0.3005
000000386277.jpg,A vibrant yellow lemon hangs from a tree branch with green leaves.,0.7754,0.0465,0.6757,0.3401
000000523241.jpg,A yellow pole with red and green writing stands in a parking lot.,0.2354,0.4848,0.1923,0.3149
000000464824.jpg,"Woman in striped dress bends over, reaching for something on ground.",0.3297,0.2703,0.1563,0.2749
000000032570.jpg,"Surfer rides wave on board, wearing black wetsuit.",0.3228,0.2308,0.2871,0.2856
000000237928.jpg,A modern kitchen with stainless steel appliances and white cabinets.,1.6104,0.0625,0.7938,0.2795
000000439525.jpg,A woman in a black dress is cutting a white cake on a brown table.,0.7846,0.2424,0.4568,0.314
000000206579.jpg,A person in black is blowing out a candle on a table.,0.5951,0.125,0.6048,0.3083
000000267434.jpg,Cows grazing in a green field near a stone building and trees.,0.5797,0.0,0.4796,0.2966
000000050006.jpg,"A serene lakeside scene with boats, trees, and mountains in the background.",0.0041,0.3333,0.2696,0.2803
000000188906.jpg,"A plate of food with various items, including a banana and a tomato.",0.2361,0.6087,0.2862,0.2544
000000250758.jpg,A zebra stands in a grassy field with trees in the background.,1.0382,0.1538,0.5102,0.313
000000312263.jpg,"A tall, ornate building with multiple windows and a clock tower.",0.5742,0.16,0.4606,0.2156
000000446651.jpg,"Two helmeted riders on motorcycle, one in front, one behind.",0.0016,0.1,0.0847,0.2896
000000145597.jpg,"A group of people gathered outdoors, possibly at a picnic or event.",0.2437,0.1818,0.6332,0.2961
000000122606.jpg,A white city bus with blue and green accents driving on a road.,0.5914,0.1765,0.4403,0.3125
000000417085.jpg,A dirt road winds through a rural landscape with cows grazing nearby.,0.2227,0.2182,0.1351,0.2981
000000092839.jpg,"A polar bear sits on a concrete surface, looking up at the sky.",1.1643,0.2,0.5022,0.3347
000000533493.jpg,Three men in black shirts stand against a blue background.,0.5354,0.0667,0.5111,0.3083
000000494427.jpg,"Silver laptop on wooden table, displaying blue screen with indistinct text.",0.2592,0.2286,0.4518,0.3044
000000438907.jpg,Two men skateboarding on a concrete ramp outdoors.,0.0036,0.2791,0.2871,0.312
000000246436.jpg,"Man cooking in kitchen, stirring food in pot on stove.",0.1818,0.1176,0.372,0.3037
000000060886.jpg,"Baseball players on field, one in white pants, others in black.",0.0472,0.25,0.1997,0.2837
000000291791.jpg,A motorcycle parked on grass with a person standing nearby.,0.8692,0.1765,0.446,0.2932
000000294163.jpg,A tall blue clock tower with a golden face stands against a clear sky.,0.6938,0.0952,0.6785,0.3333
000000350405.jpg,A snowboarder in a white jacket and black pants descends a snowy slope.,0.2985,0.25,0.3713,0.3542
000000456662.jpg,"A young girl stands in a doorway, wearing a white shirt and shorts.",0.721,0.2581,0.5149,0.3213
000000286708.jpg,A black and white cat wearing a pink hat indoors.,1.581,0.1111,0.7938,0.3574
000000005477.jpg,A large yellow airplane is landing on a runway.,0.7533,0.2353,0.5264,0.2688
000000486573.jpg,A window view of a lush green forest with a white bell visible.,0.0808,0.0,0.2427,0.3093
000000369675.jpg,A red train with white windows and a black roof on tracks.,0.5519,0.1429,0.3226,0.3201
000000164115.jpg,A surfboard leaning against a wooden fence on a sunny day.,0.6063,0.1212,0.3126,0.2971
000000113403.jpg,A child's bedroom with stuffed animals on a bed.,0.5801,0.0,0.3788,0.3132
000000127530.jpg,A man in blue shirt and white shorts playing tennis on a green court.,1.4261,0.125,0.8606,0.245
000000384136.jpg,A woman with dark hair holds a black object in a white room.,0.3639,0.2,0.414,0.2925
000000419408.jpg,"Two people in park: one skateboarding, one sitting on bench.",0.0298,0.0,0.122,0.3125
000000548524.jpg,A serene ocean scene with gentle waves and a clear blue sky.,0.0,0.1714,0.1613,0.2524
000000187513.jpg,"A bathroom with green walls, white fixtures, and a black and white striped floor.",0.5051,0.125,0.5066,0.3281
000000118594.jpg,A brown and white cow with long horns stands in a grassy field.,1.0514,0.0952,0.6885,0.3635
000000539143.jpg,A purple train with yellow accents travels on tracks beneath a bridge.,1.0622,0.2581,0.6085,0.3074
000000169356.jpg,Skateboarder performs aerial trick on colorful ramp.,0.4348,0.16,0.3587,0.272
000000494863.jpg,A train travels through a mountainous landscape with a forested area visible.,0.2938,0.1481,0.1786,0.3149
000000217753.jpg,A grocery store display with various fruits and vegetables in green bins.,0.5298,0.08,0.4373,0.3171
000000491213.jpg,A motorcycle and truck parked on a brick sidewalk near a fence.,0.7322,0.0,0.4605,0.3479
000000374551.jpg,"A small bird perched on a branch, facing right.",0.2935,0.1333,0.3507,0.3081
000000482477.jpg,"A majestic bird of prey perched on a tall, slender tree branch.",0.5329,0.2222,0.418,0.2749
000000521259.jpg,Three people playing volleyball on a brick court with a yellow building in the background.,0.0887,0.0488,0.3543,0.2454
000000134096.jpg,Calico cat stands on bathroom counter near sink and faucet.,0.798,0.5385,0.3849,0.3799
000000288685.jpg,A rodeo scene with a rider on a bucking horse in a grassy arena.,0.0051,0.0976,0.2972,0.2173
000000094751.jpg,"A bustling cityscape with buildings, streetlights, and a body of water in the background.",0.0099,0.3333,0.1715,0.1974
000000293245.jpg,A sleek black motorcycle parked on a white surface in an urban setting.,0.543,0.2162,0.433,0.3032
000000167122.jpg,"A dark, blurry parking lot with a few cars and distant lights.",0.0453,0.2424,0.263,0.2993
000000447187.jpg,A baseball game in progress with players on the field and a pitcher preparing to throw.,0.2199,0.0625,0.3587,0.2993
000000350002.jpg,"A woman in a white dress with a high ponytail, looking to the right.",0.4301,0.0976,0.5066,0.2202
000000553664.jpg,A red laptop on a wooden desk with a bookshelf in the background.,0.6448,0.129,0.4536,0.2769
000000246968.jpg,A woman in a kitchen with a cluttered countertop and brown cabinets.,0.4632,0.1765,0.3457,0.3367
000000129054.jpg,A group of animals grazing in a grassy field with trees in the background.,0.3892,0.1818,0.5186,0.3086
000000138241.jpg,Three plates of food on a light brown table.,0.5953,0.3333,0.4505,0.2405
000000574297.jpg,A person rides a brown horse on a dirt path through a forested area.,0.7117,0.1818,0.4244,0.3032
000000328117.jpg,"A tray of freshly baked, golden-brown donuts cooling on a rack.",0.089,0.0,0.1818,0.293
000000192699.jpg,Two people in helmets ride motorcycles through a dense forest.,0.7138,0.1739,0.446,0.3503
000000344611.jpg,"A wet road with yellow signs, trees, and a cloudy sky.",0.0721,0.1224,0.1364,0.3176
000000153510.jpg,A plate of chicken stir-fry with vegetables and rice.,0.3107,0.2105,0.3188,0.2927
000000576031.jpg,"A person skiing on snow, wearing a black jacket and pants.",0.0181,0.1538,0.5373,0.342
000000108864.jpg,"Two elephants stand on grass, facing each other in a natural setting.",0.8061,0.1714,0.6783,0.3315
000000370677.jpg,Three women in colorful shirts stand in front of a bakery display.,0.6823,0.1875,0.4373,0.333
000000502347.jpg,"A small white object, possibly a plane, flies in a clear blue sky.",0.1143,0.1935,0.3064,0.3215
000000098018.jpg,"A cluttered room with a pink wall, door, and various indistinct objects scattered around.",0.0015,0.0833,0.1327,0.2996
000000384666.jpg,A snowy ski slope with people skiing and colorful flags visible.,0.4665,0.05,0.5373,0.3025
000000101068.jpg,A baseball player in white uniform and black cap stands on the field.,0.4437,0.069,0.4563,0.2233
000000070254.jpg,A green train with yellow accents approaches a station platform.,0.5977,0.1081,0.4686,0.3198
000000283038.jpg,A red octagonal stop sign stands on a black pole in an urban setting.,0.5753,0.2143,0.5943,0.3074
000000398438.jpg,A person in a black suit is cutting a three-tiered wedding cake.,1.0021,0.0,0.5068,0.3223
000000227399.jpg,A yellow and white train on a street with buildings and people nearby.,0.3123,0.0667,0.3321,0.3074
000000571718.jpg,A person in a white shirt stands near a fruit display.,0.1253,0.0556,0.2715,0.2834
000000427055.jpg,A city street scene with a prominent clock tower and buildings.,0.381,0.1667,0.198,0.2781
000000121744.jpg,A man in blue shirt and white shorts plays tennis on a grass court.,0.164,0.0769,0.1899,0.3069
000000460927.jpg,"A large, dark animal stands in a rocky, mountainous landscape.",0.0012,0.1111,0.3413,0.2981
000000385997.jpg,"A room with a window, chair, and indistinct objects on the floor.",0.062,0.1053,0.2451,0.3035
000000016598.jpg,"Woman with blue hair takes selfie in bathroom, holding colorful can.",1.03,0.0769,0.5261,0.3445
000000240049.jpg,Woman with blonde hair in ponytail holding baby on bridge.,0.1179,0.3871,0.205,0.2642
000000526392.jpg,"A busy city street with cars, buildings, and a traffic light.",0.3937,0.2353,0.3683,0.2478
000000466125.jpg,Two children play with a pink and white umbrella indoors.,0.3613,0.2609,0.375,0.3364
000000222118.jpg,A woman with shoulder-length brown hair stands in front of a white wall.,0.1163,0.0769,0.3713,0.2244
000000386912.jpg,Woman in blue shirt and glasses sits at cluttered desk with computer and lamp.,0.3446,0.25,0.3947,0.3394
000000177893.jpg,A red and white bus travels down a city street with buildings in the background.,1.0052,0.0714,0.5899,0.3262
000000248810.jpg,"A zoo enclosure with a giraffe, trees, and a metal fence visible.",0.3026,0.35,0.3042,0.3618
000000252332.jpg,A red octagonal stop sign with white border and text on a pole.,0.4384,0.0625,0.3686,0.3059
000000219271.jpg,A mountainous landscape with a cloudy sky and rocky terrain.,0.0006,0.2353,0.1376,0.2402
000000292456.jpg,"Two people walking on sidewalk, one with suitcase, in urban setting.",0.0016,0.0667,0.0602,0.3311
000000133343.jpg,"A man in a suit and tie, wearing sunglasses, is looking to the right.",0.1756,0.2581,0.4695,0.2876
000000436551.jpg,"Two elegant swans glide gracefully on a calm, reflective body of water.",0.1326,0.3111,0.1786,0.2793
000000378453.jpg,"A serene park scene with a fountain, trees, and a clear blue sky.",0.0007,0.1053,0.1079,0.1417
000000114049.jpg,A man in a black shirt and blue jeans is standing in a store.,0.0202,0.2759,0.1639,0.2145
000000080949.jpg,"A white cat is sprawled across a laptop keyboard, blocking the screen.",0.0292,0.0571,0.1613,0.3445
000000400803.jpg,"Orange and white boat on blue water, creating a striking contrast.",0.3336,0.0541,0.2652,0.2974
000000447465.jpg,Two people in winter gear stand near a building with a door.,0.05,0.303,0.1613,0.2913
000000358923.jpg,"Woman in red jacket and yellow umbrella, holding phone to ear.",0.1909,0.2222,0.1563,0.2971
000000491725.jpg,A nighttime cityscape with illuminated buildings and a dark sky.,0.0,0.1481,0.0847,0.2334
000000512564.jpg,"A bustling city street with tall buildings, parked cars, and a crosswalk.",0.1547,0.0513,0.4429,0.2842
000000551804.jpg,Woman playing tennis on clay court with yellow racket.,0.5225,0.2857,0.463,0.335
000000142585.jpg,"A busy city street with cars, buildings, and a red pole.",0.0836,0.2857,0.241,0.2021
000000474344.jpg,Two people playing baseball in a park setting.,0.2884,0.1818,0.2044,0.3347
000000474028.jpg,A soccer game in progress with players on a grassy field.,0.3704,0.1667,0.2174,0.2886
000000339823.jpg,Woman in orange dress holds black umbrella against blue sky.,1.2249,0.1622,0.6169,0.3782
000000181421.jpg,Two people in a white canoe on a calm lake with trees in the background.,0.4499,0.0909,0.4654,0.3193
000000401446.jpg,A woman in a red dress stands on a sidewalk near a park.,0.4705,0.1875,0.328,0.259
000000186938.jpg,A small bird with a white belly and brown back stands on a dirt surface.,0.3843,0.1935,0.6466,0.2886
000000146825.jpg,A red train with yellow stripes travels through a bustling city station.,0.4826,0.0909,0.3042,0.2715
000000364322.jpg,A flock of sheep grazing in a lush green field.,0.7322,0.375,0.6347,0.3142
000000062692.jpg,Woman playing tennis on blue court with white net and pole.,0.725,0.0526,0.4043,0.2859
000000297830.jpg,"A large dog sits on a porch, panting near a door.",0.4167,0.25,0.4055,0.272
000000136772.jpg,A small glass bowl contains a mix of sliced strawberries and cantaloupe on a white surface.,0.4316,0.1176,0.5269,0.356
000000461275.jpg,A street sign with two intersecting white signs on a black pole.,0.4935,0.2857,0.4605,0.3079
000000019402.jpg,"Two people in black hoodies, one with fur-lined hood, standing together.",0.0646,0.125,0.3079,0.2732
000000228214.jpg,"A man in a military uniform stands outdoors, holding a phone.",0.5354,0.0,0.4043,0.3269
000000561679.jpg,A tall red sign with a black question mark stands on a pole.,0.2465,0.0,0.2913,0.2632
000000463730.jpg,"A bustling city street with buses, cars, and pedestrians in motion.",0.122,0.0,0.3803,0.2712
000000167067.jpg,"A young man in formal attire, possibly at a red carpet event.",0.0246,0.1875,0.1961,0.2664
000000157928.jpg,Two people in winter gear stand on snowy ground near parked vehicles.,0.1369,0.4118,0.2887,0.2893
000000449579.jpg,Woman in red shirt and black shorts on green tennis court.,1.625,0.2308,0.5334,0.2983
000000312720.jpg,A person is snowboarding down a snowy hill in a winter landscape.,0.1093,0.2439,0.3477,0.3018
000000544052.jpg,"A stormtrooper stands on a road, holding a small robot.",0.017,0.1875,0.1829,0.3367
000000475732.jpg,"A ginger cat wearing a blue baseball cap, looking slightly to the left.",0.4373,0.4,0.4962,0.3821
000000072795.jpg,A baseball game in progress with players on the field and spectators in the stands.,0.2564,0.069,0.3006,0.3145
000000541123.jpg,Tennis match on green court with four players in red shirts and white shorts.,0.3803,0.1379,0.3495,0.3303
000000020992.jpg,A woman with short brown hair eating a hot dog in a restaurant.,1.3493,0.1111,0.5396,0.3596
000000403584.jpg,"Two people stand on a beach, holding surfboards, facing the ocean.",0.3425,0.1176,0.685,0.3296
000000229216.jpg,"Two young women sit on a bench, one on phone, one eating.",0.2547,0.25,0.4,0.2959
000000085823.jpg,Two zebras grazing on green grass in a natural outdoor setting.,0.4597,0.24,0.5373,0.3286
000000001675.jpg,A black cat with white markings sits on a silver chair.,0.4824,0.2759,0.6401,0.26
000000495448.jpg,A three-tiered wedding cake with floral decorations and a white base.,0.6902,0.2963,0.4416,0.3293
000000022192.jpg,A dog stands on a bed in a cluttered room with white walls.,0.4391,0.2941,0.3321,0.3379
000000262048.jpg,Two people sunbathing on beach towels under red umbrella.,0.7392,0.2222,0.4307,0.3557
000000112626.jpg,A silver suitcase sits on a wooden floor near a couch.,1.3531,0.2308,0.6085,0.3044
000000175364.jpg,A modern kitchen with stainless steel appliances and wooden cabinets.,0.3869,0.1176,0.446,0.2913
000000158945.jpg,"A horse stands on a dirt path, facing the camera.",0.0029,0.0741,0.3178,0.2302
000000116439.jpg,A woman with dark hair sits on a red bench in a park.,0.0984,0.2,0.4536,0.2078
000000433103.jpg,Group of people in yellow shirts holding green objects in a line.,0.0487,0.1143,0.2843,0.2837
000000553221.jpg,Person windsurfing on dark water with beach and blue sky in background.,0.2689,0.1143,0.2016,0.2913
000000253452.jpg,"A table with various foods, including onion rings, cake, and a coffee mug.",0.406,0.16,0.2834,0.28
000000565778.jpg,"A blue train emerges from a tunnel, surrounded by lush green forest.",0.3642,0.1538,0.3394,0.3469
000000342367.jpg,Three people in top hats and black coats stand in a room.,0.2166,0.1053,0.3394,0.3083
000000382088.jpg,A white horse with a blonde mane stands in a dirt corral.,1.0994,0.2143,0.6048,0.3423
000000006614.jpg,A black and white photograph of a vintage drum set.,0.2506,0.1333,0.5617,0.222
000000139684.jpg,"A cozy living room with a couch, TV, and two chairs.",0.3375,0.0,0.3993,0.2781
000000193743.jpg,Man in white shirt and black shorts on blue and red court.,0.0586,0.2,0.098,0.3557
000000290771.jpg,A cozy living room with a large window overlooking a forested area.,0.7342,0.2941,0.5762,0.3391
000000400794.jpg,Man in plaid shirt eating at table with plate and utensil.,0.366,0.1875,0.2174,0.3452
000000148508.jpg,A red double-decker bus travels down a city street.,1.5869,0.0,0.727,0.3142
000000463522.jpg,A horse stands on a street with buildings and a blue sky in the background.,0.6873,0.2143,0.4337,0.3301
000000056344.jpg,"A cluttered desk with two monitors, keyboard, mouse, and a smartphone.",0.4792,0.2143,0.436,0.3311
000000134886.jpg,A small airplane flies over a field with a parked car below.,0.3659,0.093,0.5157,0.2849
000000460379.jpg,"A serene park scene with a grassy field, trees, and a distant fence.",0.0556,0.1081,0.1339,0.2299
000000126226.jpg,People sitting on benches near a red wall with a green patch.,0.0076,0.1622,0.1471,0.2241
000000108503.jpg,"A serene beach scene with gentle waves, sandy shore, and a distant tree-covered hill.",0.072,0.2308,0.1053,0.2998
000000529105.jpg,"A horse stands in a grassy field, facing away from the camera.",0.4701,0.2143,0.4796,0.332
000000224807.jpg,A bustling restaurant scene with people dining around a red table.,0.1357,0.0769,0.1807,0.3066
000000193884.jpg,A red stop sign stands on a sidewalk beside a white wall.,1.2605,0.1935,0.531,0.2898
000000212166.jpg,A young boy in a black shirt sits at a green table eating pizza.,0.2039,0.2857,0.1579,0.2593
000000396518.jpg,A person in a white outfit and hat sits in a boat on a river.,0.4023,0.125,0.3625,0.3064
000000070048.jpg,"A table with various dishes, including salad, soup, and bread.",0.3288,0.125,0.2294,0.2798
000000382696.jpg,"A small kitchen with a refrigerator, stove, and wooden cabinets.",0.2004,0.3448,0.4088,0.2766
000000165257.jpg,"A kitchen with a black countertop, white sink, and light brown cabinets.",0.5442,0.0714,0.5076,0.3201
000000311518.jpg,A green canoe floats on a calm lake near a building.,0.3178,0.0909,0.3382,0.3557
000000341719.jpg,Two people skiing down a snowy mountain slope with pine trees.,0.1418,0.125,0.1681,0.2949
000000427034.jpg,A dog sits on a table with a laptop in a cozy room.,0.6543,0.15,0.324,0.3276
000000229849.jpg,Woman in blue tennis outfit serving on blue court with green border.,0.2201,0.1714,0.125,0.3062
000000189451.jpg,A partially eaten chocolate cake on a white plate with utensils.,0.8889,0.1026,0.4848,0.3313
000000060932.jpg,Man in white suit and glasses walking in a formal indoor setting.,0.2783,0.3636,0.3394,0.2759
000000551820.jpg,A woman in a gym playing badminton with a net.,0.3442,0.1333,0.1829,0.2979
000000284762.jpg,A red traffic light stands on a pole with a blue street sign nearby.,0.7035,0.25,0.538,0.2861
000000067406.jpg,"A serene park scene with a large tree, two trash cans, and a clear blue sky.",0.0634,0.0645,0.2174,0.2046
000000354307.jpg,A man with short black hair and a large forehead scar.,0.0514,0.2069,0.2778,0.2522
000000578500.jpg,"A cozy living room with orange walls, blue couch, and white ceiling.",0.2976,0.0769,0.4032,0.2676
000000127092.jpg,A four-story building with a brown base and yellow upper floors.,0.0319,0.2222,0.2869,0.2361
000000556765.jpg,"A large elephant stands in shallow water, surrounded by rocks.",0.4602,0.1429,0.1829,0.3345
000000066523.jpg,"A cozy bedroom with a bed, pillows, and a stone fireplace.",0.0084,0.3871,0.2869,0.2368
000000192670.jpg,Baseball game in progress with players on field and spectators in background.,0.0009,0.2308,0.119,0.2727
000000554291.jpg,A cat jumps through a blue plastic tunnel on a wooden table.,0.3207,0.1176,0.4,0.3442
000000226417.jpg,"A bustling city street with tall buildings, people, and vehicles.",0.112,0.2,0.2495,0.2676
000000368982.jpg,Scissors on wooden table with fabric and red object nearby.,0.2887,0.2286,0.2896,0.28
000000283785.jpg,"A person in yellow stands on stage, surrounded by a crowd.",0.0006,0.1143,0.1681,0.2988
000000458054.jpg,"Outdoor scene with white structures, brown ground, and green trees in background.",0.0181,0.0667,0.0901,0.1864
