Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000376284.jpg,A person stands on a street with a car in the background.,0.1445,0.0952,0.2748,0.2241
000000157756.jpg,A nighttime cityscape with illuminated buildings and a dark sky.,0.0009,0.0,0.1271,0.1675
000000456496.jpg,"A person stands on a sidewalk, holding a bag, near a fence.",0.0322,0.2326,0.3042,0.2094
000000154339.jpg,"Abstract artwork featuring vibrant blue, purple, and orange circular shapes against a dark background.",0.0259,0.1212,0.1442,0.2341
000000275727.jpg,"Yellow train on tracks, passing by concrete platform with yellow stripe.",0.3306,0.3846,0.163,0.2808
000000322724.jpg,A skier in red jacket and blue pants descends snowy mountain slope.,0.153,0.2353,0.1613,0.3174
000000367386.jpg,"A cozy living room with a couch, coffee table, and window.",0.5788,0.0,0.5373,0.2817
000000351609.jpg,"A white bowl filled with orange, round fruits, possibly peaches or nectarines.",0.0545,0.1667,0.1075,0.3052
000000402334.jpg,"A tall, red brick building with a green roof and cross on top.",0.1141,0.3636,0.1596,0.3125
000000006818.jpg,"A bathroom with a sink, mirror, and a window in the background.",0.2091,0.3636,0.3351,0.259
000000502910.jpg,"A signpost with a red arrow pointing right, mounted on a white pole.",0.0976,0.0,0.3007,0.2683
000000467176.jpg,A group of people in a room with white walls and a brown floor.,0.2791,0.0,0.426,0.2739
000000205105.jpg,A person in green shirt and black pants stands on a blue mat.,0.0031,0.0,0.2481,0.2499
000000052591.jpg,A person in black pants and white shirt stands on a platform.,0.0531,0.2857,0.3351,0.2573
000000066038.jpg,A beach scene with colorful umbrellas and people relaxing on the sand.,0.3846,0.1667,0.531,0.3496
000000286908.jpg,A buffet spread with various dishes and condiments on a table.,0.2879,0.2222,0.4792,0.2576
000000144932.jpg,A snowy landscape with two boats on a frozen lake.,0.1472,0.1935,0.1695,0.2474
000000261161.jpg,A dog sits on a bench in a park-like setting with trees and bushes.,0.3619,0.0,0.5504,0.2976
000000512194.jpg,A person in a yellow dress holding a bouquet of flowers.,0.0245,0.08,0.2174,0.2507
000000507473.jpg,A woman with brown hair wearing a white shirt is smiling.,0.09,0.0,0.2778,0.2581
000000232538.jpg,"A large yellow and blue vehicle, possibly a bus, on a road.",0.1636,0.1818,0.3676,0.2554
000000383289.jpg,A person in a black shirt holding a yellow object in a parking lot.,0.0102,0.1212,0.1579,0.293
000000038825.jpg,"Two zebras grazing in a grassy field, their distinctive stripes visible.",0.3701,0.4667,0.7095,0.3279
000000256192.jpg,"A yellow object, possibly a bag, on a gray surface.",0.1486,0.32,0.3156,0.1925
000000306893.jpg,"A large, dark gray rectangular structure with multiple pillars.",0.0006,0.0,0.0926,0.2356
000000356261.jpg,"A serene landscape with a river, green hills, and a grazing cow.",0.0196,0.0,0.155,0.3103
000000040757.jpg,A person in a white shirt and black pants is lying down.,0.112,0.0889,0.3757,0.2411
000000063047.jpg,A man in a colorful shirt stands in front of a building.,0.0456,0.0526,0.2447,0.2957
000000502168.jpg,"A serene coastal scene with a dock, water, and distant sailboats.",0.0004,0.0455,0.0781,0.1707
000000210502.jpg,"A white train with red stripe, black window, and yellow interior.",0.3176,0.0833,0.2323,0.3291
000000232088.jpg,"A living room with a white couch, TV, and colorful decorations.",0.5778,0.24,0.4482,0.3064
000000095899.jpg,"A stop sign with a blue sign below reading ""F*** your back.""",0.5611,0.1,0.4429,0.2644
000000416451.jpg,Two people in suits sitting on a couch in a living room.,0.6369,0.0,0.5204,0.2703
000000549738.jpg,A vibrant rainbow-colored kite flies against a cloudy sky.,0.3536,0.0571,0.3086,0.3582
000000502732.jpg,"A room with a white floor, brown wall, and a window with curtains.",0.0231,0.0,0.1596,0.1923
000000474164.jpg,A person stands on a bridge overlooking a body of water.,0.0065,0.0,0.3683,0.1917
000000389316.jpg,"A serene outdoor scene with a dirt path, trees, and a clear blue sky.",0.0,0.1379,0.082,0.1487
000000526728.jpg,Abstract painting with vertical stripes in various colors and patterns.,0.003,0.1379,0.0917,0.1515
000000435205.jpg,A pregnant woman shaving her belly hair with a razor.,0.3851,0.0833,0.2929,0.28
000000312237.jpg,"A serene beach scene with sand, water, and a clear blue sky.",0.174,0.1212,0.1812,0.2417
000000431727.jpg,A large bird perched on a tree branch against a cloudy sky.,0.2273,0.2609,0.2505,0.2642
000000226883.jpg,A house with a blue door and brown roof in a grassy area.,0.004,0.0,0.2128,0.2465
000000164969.jpg,"A pizza in a box with various toppings, including cheese, green peppers, and possibly olives.",0.963,0.0,0.6134,0.3506
000000569059.jpg,"A cluttered desk with various items, including a lamp and a blue box.",0.3846,0.1875,0.3957,0.2959
000000186980.jpg,"A cozy indoor scene with a wooden table, chairs, and a bookshelf.",0.0987,0.0,0.3094,0.2474
000000180383.jpg,A wooden horse-shaped table with a TV screen on its back.,0.316,0.0667,0.3409,0.293
000000545407.jpg,A black and white airplane flying against a light blue sky.,0.8019,0.0,0.5373,0.2905
000000122217.jpg,"Two cars race on a track, one green, one silver.",0.0412,0.0667,0.2808,0.2744
000000005600.jpg,A plate of food on a table with a napkin nearby.,0.388,0.25,0.4646,0.27
000000297396.jpg,"A white plate with a yellow rim holding a brown, textured food item.",0.0527,0.0667,0.1765,0.2065
000000386277.jpg,"A vibrant yellow fruit hangs from a tree branch, surrounded by green leaves.",0.3466,0.093,0.4563,0.3149
000000523241.jpg,A tall pole with yellow top and white bottom stands in a parking lot.,0.2104,0.1875,0.1908,0.3091
000000464824.jpg,A person in white shirt and black pants stands on a gray surface.,0.0519,0.1053,0.2481,0.2222
000000032570.jpg,Surfer riding a wave on a white surfboard in the ocean.,1.2372,0.0,0.6401,0.2988
000000237928.jpg,"A modern kitchen with white cabinets, stainless steel appliances, and a black countertop.",0.507,0.2353,0.5558,0.2812
000000439525.jpg,Woman in white dress holding tray with plates and silverware.,0.0254,0.0,0.1376,0.2415
000000206579.jpg,"A person with long hair sits at a table, possibly reading a book.",0.0007,0.0588,0.1786,0.1669
000000267434.jpg,A serene forest scene with tall trees and lush green grass.,0.0331,0.0,0.099,0.1661
000000050006.jpg,"A serene lakeside scene with mountains, trees, and a bright sky.",0.0015,0.0,0.1087,0.2305
000000188906.jpg,A white plate with food on a wooden table.,0.0894,0.1667,0.202,0.2583
000000250758.jpg,A horse stands in a grassy field with trees in the background.,0.2077,0.1053,0.4574,0.2262
000000312263.jpg,A black and white photograph of a building with a curved roof.,0.1263,0.0833,0.2901,0.2693
000000446651.jpg,A person in a blue shirt and brown pants is standing on a bridge.,0.0037,0.0976,0.2587,0.1748
000000145597.jpg,A group of people sitting on a red blanket outdoors.,1.0104,0.0,0.5319,0.2817
000000122606.jpg,A white bus with blue accents travels along a road.,0.748,0.0606,0.4429,0.3079
000000417085.jpg,A dirt road winds through a mountainous landscape with trees and a cloudy sky.,0.0692,0.0,0.177,0.2101
000000092839.jpg,"A polar bear is lying down, looking up at the camera.",1.338,0.2,0.3713,0.3125
000000533493.jpg,"Two men in black shirts, one standing, one sitting, against blue background.",0.1253,0.0,0.1961,0.2795
000000494427.jpg,Silver laptop on wooden table with blue screen displaying unreadable text.,0.3439,0.1143,0.5831,0.2964
000000438907.jpg,Three people walking on a sidewalk near a fence and grassy area.,0.0038,0.2381,0.2302,0.2006
000000246436.jpg,A man in a black shirt is looking at a colorful object.,0.0696,0.1143,0.3647,0.2474
000000060886.jpg,"A baseball field with players, dugout, and crowd visible.",0.4536,0.0,0.3897,0.2832
000000291791.jpg,A person riding a motorcycle on a grassy field.,0.7637,0.1818,0.284,0.27
000000294163.jpg,A tall blue building with white lettering against a clear sky.,0.3289,0.0476,0.3876,0.2659
000000350405.jpg,A person skiing down a snowy mountain slope on a bright day.,0.169,0.129,0.5515,0.3235
000000456662.jpg,"A person stands in a doorway, wearing a colorful shirt and blue shorts.",0.0666,0.1212,0.3064,0.2922
000000286708.jpg,"A cat wearing a pink hat, looking directly at the camera.",0.6481,0.1714,0.4782,0.3582
000000005477.jpg,A large yellow airplane is taking off from a runway.,0.7411,0.0,0.4537,0.2629
000000486573.jpg,A wooden porch with a railing overlooking a lush green landscape.,0.0016,0.125,0.1205,0.2466
000000369675.jpg,A red and white train with black windows moving along tracks.,0.8519,0.0,0.6899,0.3093
000000164115.jpg,"A person stands on a sidewalk, holding a yellow and white object.",0.1037,0.1333,0.3226,0.2043
000000113403.jpg,Abstract painting with vibrant colors and geometric shapes.,0.0005,0.0,0.0467,0.1144
000000127530.jpg,A man in blue shirt and white pants stands in front of a green wall.,0.5556,0.0,0.6045,0.2101
000000384136.jpg,"A person in a yellow shirt holds a camera, standing in a doorway.",0.0,0.1333,0.3064,0.3037
000000419408.jpg,A park scene with a person sitting on a bench.,0.0022,0.0,0.2439,0.2443
000000548524.jpg,"A serene beach scene with ocean, sky, and a distant pier.",0.0,0.1818,0.1087,0.2227
000000187513.jpg,"A bedroom with a bed, dresser, and green walls.",0.06,0.0,0.2315,0.2637
000000118594.jpg,A brown horse with white markings running in a field.,0.0102,0.1,0.206,0.2849
000000539143.jpg,A colorful train with multiple cars moving along a track.,0.3659,0.1935,0.2485,0.2661
000000169356.jpg,Skateboarder performing aerial trick on colorful ramp.,0.32,0.2,0.3587,0.2866
000000494863.jpg,A red bus with white lettering travels along a road.,0.0925,0.0,0.1376,0.2191
000000217753.jpg,A vibrant display of fruits and vegetables in a grocery store.,0.7223,0.3846,0.5569,0.2976
000000491213.jpg,A motorcycle parked on a sidewalk beside a street.,0.8696,0.0,0.3812,0.325
000000374551.jpg,"Abstract composition with diagonal streaks of white, gray, and brown.",0.0011,0.3448,0.0549,0.1808
000000482477.jpg,A bird in flight against a light gray background.,0.5011,0.0,0.3188,0.2676
000000521259.jpg,People playing volleyball on a court with a yellow building in the background.,0.0917,0.0976,0.3612,0.2333
000000134096.jpg,A person in a black shirt and white pants is running.,0.0,0.5385,0.1205,0.1725
000000288685.jpg,"A horse race with jockeys on green grass, spectators in stands.",0.0017,0.0,0.1364,0.2352
000000094751.jpg,"A cityscape with tall buildings, a road, and a blue sky.",0.0078,0.1429,0.2162,0.217
000000293245.jpg,"A motorcycle in motion, captured from a low angle perspective.",0.3054,0.1579,0.2808,0.2637
000000167122.jpg,A dark scene with a bright light source and diagonal streaks of light.,0.1237,0.0,0.3677,0.2585
000000447187.jpg,"Two people on baseball field, one in blue shirt, one in red.",0.1197,0.0,0.1075,0.3096
000000350002.jpg,A woman with short brown hair lies on her stomach in bed.,0.2337,0.1,0.3394,0.1992
000000553664.jpg,A red object on a white surface with a black border.,0.0816,0.129,0.2717,0.2196
000000246968.jpg,"A kitchen with a countertop, cabinets, and a refrigerator.",0.1749,0.0,0.1852,0.2778
000000129054.jpg,A herd of zebras runs across a grassy plain with distant mountains.,0.7211,0.129,0.5773,0.3279
000000138241.jpg,"Two plates of food on a table, one in foreground, one in background.",0.2792,0.0,0.433,0.2625
000000574297.jpg,A person rides a brown horse on a dirt path through a grassy field.,0.8012,0.0,0.4244,0.3066
000000328117.jpg,"A large silver tray filled with orange food items, possibly fruits or vegetables.",0.1724,0.0,0.3641,0.2357
000000192699.jpg,Two people in white helmets and jackets walking through a forest.,0.7902,0.1538,0.3431,0.2471
000000344611.jpg,"A road with a yellow sign, trees, and a cloudy sky.",0.0788,0.0851,0.2323,0.2642
000000153510.jpg,"A colorful, abstract painting with vibrant streaks of red, green, yellow, and white.",0.0045,0.0588,0.1653,0.1354
000000576031.jpg,A person in a black jacket and pants walks through a snowy landscape.,0.15,0.0,0.3713,0.281
000000108864.jpg,"Two large brown animals, possibly elephants, standing in a grassy field.",0.1649,0.1212,0.3683,0.3345
000000370677.jpg,Abstract painting with vibrant colors and dynamic brushstrokes.,0.0011,0.125,0.0562,0.1366
000000502347.jpg,"A serene landscape with mountains, trees, and a clear blue sky.",0.0825,0.125,0.253,0.1917
000000098018.jpg,A person stands in a room with a white cabinet and brown floor.,0.0053,0.0909,0.2271,0.2482
000000384666.jpg,"A snowy landscape with people walking, possibly in a park or forest.",0.0094,0.0476,0.119,0.2512
000000101068.jpg,A baseball player in white uniform swings bat on green field.,0.7924,0.0,0.3876,0.2717
000000070254.jpg,"A green and yellow train on tracks, passing by a building.",0.7508,0.1765,0.752,0.2852
000000283038.jpg,A red octagonal sign with white lettering stands on a white surface.,0.2951,0.2222,0.4429,0.2783
000000398438.jpg,A person in a black shirt sits at a table with a laptop.,0.0804,0.0,0.3612,0.1886
000000227399.jpg,"A yellow and white vehicle, possibly a bus, on a city street.",0.1252,0.0625,0.3841,0.2871
000000571718.jpg,"A yellow object with white and black elements, possibly a vehicle or structure.",0.0234,0.0526,0.1439,0.1976
000000427055.jpg,A city street scene with a prominent clock tower and a large building.,0.3539,0.1935,0.2427,0.2791
000000121744.jpg,A group of people in blue uniforms walking on a yellow surface.,0.0252,0.1667,0.1471,0.2009
000000460927.jpg,"A large, dark animal stands in a grassy field under a gray sky.",0.0657,0.0,0.3321,0.2949
000000385997.jpg,"A window with blinds, possibly overlooking a cityscape or building.",0.0007,0.1053,0.15,0.2401
000000016598.jpg,A person with blue hair wearing a blue shirt is holding a phone.,1.2632,0.0,0.609,0.3474
000000240049.jpg,A woman in black holds a child in a pink backpack on a porch.,0.2988,0.1935,0.4488,0.2296
000000526392.jpg,Two cars driving on a road with buildings and trees in the background.,0.2079,0.2703,0.3064,0.2617
000000466125.jpg,A woman in a yellow dress stands under a red umbrella.,0.8519,0.2727,0.5569,0.2156
000000222118.jpg,A woman with long brown hair wearing a black shirt and holding a red bag.,0.2393,0.0,0.4901,0.2512
000000386912.jpg,"A man in a blue shirt sits at a desk, possibly working.",0.0713,0.16,0.4373,0.2751
000000177893.jpg,A red bus with blue windows parked on a gray road.,0.6884,0.0714,0.3382,0.3328
000000248810.jpg,A person in a white shirt and black pants is sitting on a bench.,0.0076,0.2439,0.367,0.1975
000000252332.jpg,A red octagonal stop sign with white border and lettering.,0.4961,0.1333,0.3468,0.3154
000000219271.jpg,A black and white landscape with a mountainous terrain and a cloudy sky.,0.0499,0.0588,0.1923,0.2788
000000292456.jpg,"A person stands in a doorway, facing away from the camera.",0.0478,0.129,0.4482,0.2314
000000133343.jpg,"A man in a suit and hat, wearing sunglasses, looking to the right.",0.171,0.1333,0.4745,0.2549
000000436551.jpg,"Two swans on water, one facing camera, one facing away.",0.1524,0.1364,0.122,0.2683
000000378453.jpg,"A serene beach scene with sand, ocean, and a clear blue sky.",0.0007,0.0571,0.1087,0.1285
000000114049.jpg,"A person in a blue shirt sits on a red chair, holding a black object.",0.0011,0.0,0.1626,0.1805
000000080949.jpg,A person lying on a bed with a white pillow and blue blanket.,0.0035,0.0625,0.266,0.2047
000000400803.jpg,A small boat with a white hull and orange top sails on blue water.,0.536,0.0526,0.3049,0.2986
000000447465.jpg,"A person in a colorful outfit stands in a doorway, holding a yellow object.",0.0314,0.2222,0.2105,0.2158
000000358923.jpg,"Woman in red shirt and blue-yellow umbrella, smiling outdoors.",0.0023,0.0,0.0926,0.2483
000000491725.jpg,A nighttime cityscape with illuminated buildings and a dark sky.,0.0,0.0714,0.0847,0.2334
000000512564.jpg,"A bustling city street with tall buildings, cars, and pedestrians.",0.1796,0.0,0.4537,0.2888
000000551804.jpg,"A person stands on a wooden floor, holding a rectangular object.",0.0334,0.1081,0.2475,0.2238
000000142585.jpg,"A parking lot with multiple cars, including a white one and a yellow one.",0.0226,0.1481,0.1527,0.2081
000000474344.jpg,"A person in blue jeans stands on grass, holding a green object.",0.0564,0.1176,0.3042,0.2297
000000474028.jpg,A group of people in colorful outfits playing in a grassy field.,0.184,0.0,0.6048,0.2487
000000339823.jpg,"A woman with dark hair in a yellow dress, holding a white umbrella.",0.2785,0.0,0.3807,0.2986
000000181421.jpg,"A person stands on a bridge, holding a red and yellow umbrella.",0.2987,0.0,0.4256,0.2659
000000401446.jpg,A person in a red shirt and white pants walking on a road.,0.0355,0.0,0.2862,0.2294
000000186938.jpg,A small bird with brown feathers and a white belly stands on a surface.,0.4244,0.0,0.6541,0.302
000000146825.jpg,A red train with yellow stripes and a black front is moving.,0.4995,0.093,0.3757,0.291
000000364322.jpg,A group of white sheep with brown faces grazing on green grass.,0.3482,0.0,0.25,0.333
000000062692.jpg,A person is running on a track with a gray wall in the background.,0.0168,0.1053,0.4523,0.261
000000297830.jpg,A person stands in a room with a window and door visible.,0.1895,0.0606,0.31,0.1362
000000136772.jpg,"A bowl of mixed fruits, including strawberries and possibly peaches, on a table.",0.4794,0.1176,0.5247,0.3147
000000461275.jpg,"A green forest scene with a white, cloud-like shape in the center.",0.0346,0.0667,0.4018,0.2115
000000019402.jpg,"Two people sitting together, one in a green hoodie, one in a black shirt.",0.0465,0.0,0.218,0.2559
000000228214.jpg,A person in a black suit with a red cape stands in a room.,0.0008,0.0,0.1744,0.2136
000000561679.jpg,A red sign with black text stands on a white base.,0.3216,0.0667,0.3382,0.2742
000000463730.jpg,A bustling street scene with a large orange truck and a blue car.,0.0708,0.0,0.2353,0.2871
000000167067.jpg,A man with dark hair and a mustache wearing a white shirt.,0.1109,0.1212,0.3647,0.2178
000000157928.jpg,"Two people on a snowy slope, one skiing, one standing nearby.",0.0827,0.3125,0.253,0.271
000000449579.jpg,A person in red shirt and shorts is standing on a green surface.,0.4948,0.16,0.4649,0.2644
000000312720.jpg,A snowy landscape with a blue sky and white clouds.,0.0363,0.0,0.1034,0.2581
000000544052.jpg,A person riding a motorcycle on a road with trees in the background.,0.032,0.0645,0.3007,0.1766
000000475732.jpg,A person wearing a blue baseball cap and blue jeans.,0.4425,0.2667,0.3849,0.2866
000000072795.jpg,"A baseball stadium with a green field, white bases, and a packed crowd.",0.1222,0.0,0.1942,0.325
000000541123.jpg,A tennis match in progress on a green court with spectators in the stands.,0.2243,0.2222,0.4326,0.3042
000000020992.jpg,A woman with short brown hair wearing a black shirt.,0.7004,0.0,0.5087,0.2844
000000403584.jpg,A small house with a triangular roof stands on a hillside.,0.0056,0.0,0.3548,0.1592
000000229216.jpg,"Two people sitting at a table outdoors, engaged in conversation.",0.1469,0.2,0.3468,0.2844
000000085823.jpg,Two zebras grazing on green grass in a natural outdoor setting.,0.4597,0.1429,0.5373,0.3286
000000001675.jpg,A black cat with white markings sits on a white surface.,0.4972,0.0625,0.6401,0.2742
000000495448.jpg,A three-tiered white cake with red flowers and green leaves.,0.3624,0.1379,0.3156,0.2979
000000022192.jpg,A person sits on a couch in a living room with white walls.,0.0611,0.1143,0.3064,0.1925
000000262048.jpg,A red umbrella on a beach with a person lying on the sand.,0.7976,0.2222,0.4962,0.3308
000000112626.jpg,A gray suitcase sits on a wooden floor near a couch.,1.3563,0.0,0.6114,0.3054
000000175364.jpg,"A cozy living room with a fireplace, bookshelves, and a comfortable couch.",0.0287,0.0,0.3094,0.1829
000000158945.jpg,Two people walking on a dirt path through a forested area.,0.0568,0.0741,0.1681,0.2296
000000116439.jpg,"A person sits on a red chair in a colorful, abstract room.",0.2177,0.1053,0.5011,0.2086
000000433103.jpg,Three people in yellow shirts and black pants sit on a bench outdoors.,0.0406,0.0556,0.1786,0.2006
000000553221.jpg,Aerial view of a cityscape with buildings and a body of water.,0.1656,0.0,0.3704,0.1466
000000253452.jpg,"A table with various food items, including a plate of eggs and a bowl of soup.",0.1697,0.0909,0.3868,0.2744
000000565778.jpg,"A blue train emerges from a tunnel, surrounded by lush green forest.",0.3642,0.05,0.3394,0.3469
000000342367.jpg,A person in a blue shirt and hat stands in a doorway.,0.0035,0.0,0.2151,0.2009
000000382088.jpg,A person in white clothing stands on a brown surface outdoors.,0.079,0.0,0.3683,0.2469
000000006614.jpg,Two cylindrical objects with white centers and gray edges.,0.0327,0.0588,0.1235,0.2822
000000139684.jpg,"A cozy living room with a couch, TV, and yellow walls.",0.3671,0.0,0.4472,0.2883
000000193743.jpg,A person in white shirt and black shorts walks away from the camera.,0.0007,0.1905,0.1014,0.3105
000000290771.jpg,"A cozy living room with a couch, coffee table, and large window.",0.4573,0.0,0.4373,0.2949
000000400794.jpg,A man in a striped shirt sits at a table with a plate of food.,0.2778,0.129,0.5567,0.3391
000000148508.jpg,A red object stands out against a black and white background.,0.1279,0.0,0.2345,0.2384
000000463522.jpg,A horse-drawn carriage on a cobblestone street in a historic town.,0.2215,0.2143,0.3126,0.3445
000000056344.jpg,A person is sitting at a desk with a computer monitor and keyboard.,0.6827,0.1333,0.6004,0.2859
000000134886.jpg,A cloudy sky with a distant building and brown grassy field below.,0.0017,0.0,0.1351,0.2502
000000460379.jpg,A serene forest scene with tall trees and a clear blue sky.,0.0394,0.0,0.1351,0.1821
000000126226.jpg,A person in blue pants sits on a bench near a red wall.,0.0023,0.05,0.1942,0.2249
000000108503.jpg,"A serene beach scene with gentle waves, sandy shore, and a clear blue sky.",0.0812,0.1333,0.1163,0.2756
000000529105.jpg,"A large black animal, possibly a hippo, stands in a grassy field.",0.0681,0.0714,0.3757,0.271
000000224807.jpg,Two people sitting at a table with a red and white tablecloth.,0.2945,0.0,0.3841,0.282
000000193884.jpg,A red stop sign stands on a road with trees and blue sky in the background.,0.8587,0.0,0.5519,0.2527
000000212166.jpg,A young boy in a black shirt sits at a table with a plate of food.,0.2764,0.0,0.3878,0.2529
000000396518.jpg,A person rides a motorcycle through a forested area.,0.0143,0.0,0.1667,0.2673
000000070048.jpg,Three bowls of salad ingredients on a table.,0.1012,0.1714,0.1531,0.2236
000000382696.jpg,A person in a white shirt and black pants stands in a room.,0.0047,0.0,0.1786,0.2083
000000165257.jpg,"A kitchen with light brown cabinets, dark countertop, and brown floor.",0.2546,0.0769,0.2869,0.3213
000000311518.jpg,"A green kayak floats on a calm lake, surrounded by trees and grass.",0.1065,0.0,0.3982,0.3032
000000341719.jpg,A snowy mountain scene with pine trees and a clear blue sky.,0.0027,0.1176,0.1667,0.2695
000000427034.jpg,A person in a red hat sits at a desk with a laptop.,0.0172,0.0526,0.1351,0.2605
000000229849.jpg,"A vibrant outdoor scene with a blue sky, green grass, and colorful objects.",0.0014,0.0588,0.1064,0.1154
000000189451.jpg,A white plate with a brown item and a silver utensil.,0.0817,0.1463,0.26,0.249
000000060932.jpg,"Two men in suits stand in a dimly lit room, one holding a microphone.",0.0194,0.25,0.3842,0.2064
000000551820.jpg,A person in blue shirt and white pants sitting on a couch.,0.0043,0.0,0.2748,0.1545
000000284762.jpg,A person stands near a blue sign with white text on a pole.,0.1092,0.1333,0.2128,0.2615
000000067406.jpg,A grassy field with a distant airplane and two indistinct figures.,0.3392,0.0,0.4055,0.3113
000000354307.jpg,A person with short black hair and a red mark on their forehead.,0.1018,0.0,0.4563,0.2434
000000578500.jpg,"Abstract painting with vibrant reds, oranges, and blues in a geometric composition.",0.0024,0.0,0.1613,0.2039
000000127092.jpg,A four-story building with a brown base and white upper floors.,0.0324,0.2222,0.2869,0.2422
000000556765.jpg,"A large elephant stands in shallow water, surrounded by trees.",0.4932,0.0,0.1829,0.3274
000000066523.jpg,"A white tent with a dark interior, possibly containing a bed.",0.0224,0.3333,0.1818,0.2793
000000192670.jpg,Baseball game in progress with players on field and spectators in stands.,0.0008,0.1538,0.119,0.2627
000000554291.jpg,A blue bowl with a white interior sits on a wooden table.,0.3232,0.0625,0.3394,0.2449
000000226417.jpg,A bustling city street with people walking and cars driving by.,0.2221,0.2,0.3151,0.2678
000000368982.jpg,Scissors on wooden table with red and black objects nearby.,0.1158,0.2857,0.2896,0.2937
000000283785.jpg,Abstract painting with vibrant colors and dynamic brushstrokes.,0.001,0.0588,0.051,0.1182
000000458054.jpg,A row of white toilets with black lids on a brown floor.,1.5368,0.0714,0.477,0.3215
000000338905.jpg,"Indoor scene with white ceiling, green plants, and people in dark clothing.",0.0419,0.0513,0.0725,0.2289
000000579070.jpg,A cluttered room with various objects scattered across a wooden floor.,0.0531,0.2069,0.253,0.1926
000000414133.jpg,A red sign stands on a grassy area near a road.,0.5983,0.0,0.3683,0.3359
000000419098.jpg,Pink circular objects with white centers arranged in a row against a black background.,0.0009,0.125,0.1639,0.301
000000237118.jpg,A man in a black shirt and blue jeans sits in a chair.,0.0783,0.0,0.433,0.2266
000000445999.jpg,A woman with long dark hair and a white shirt is visible.,0.18,0.0625,0.3094,0.2462
