Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000070254.jpg,A yellow and green bus moves down a city street.,0.1112,0.125,0.3297,0.2125
000000283038.jpg,A red stop sign is visible against a blurred urban background.,1.1265,0.1538,0.5373,0.3303
000000398438.jpg,"People are interacting in a warm, indoor setting.",0.0,0.0,0.0625,0.1978
000000227399.jpg,A yellow and white vehicle moves through a busy city street.,0.1466,0.0667,0.2273,0.3208
000000571718.jpg,Yellow food item is moving quickly on a conveyor belt.,0.0012,0.0588,0.1879,0.26
000000427055.jpg,A bright blue Ferris wheel stands near a modern building.,0.0618,0.0,0.15,0.2292
000000121744.jpg,Players compete on a field during a fast-paced game.,0.0959,0.0952,0.3758,0.2581
000000460927.jpg,"A dark, powerful animal moves through a blurred landscape.",0.0,0.2353,0.1111,0.2764
000000385997.jpg,Bright light shines through a window in a dark room.,0.0576,0.0,0.1379,0.2788
000000016598.jpg,A person with blue hair wears a blue shirt.,1.3741,0.0,0.2778,0.3303
000000240049.jpg,A person in a dark jacket walks past a blurred outdoor setting.,0.0005,0.1379,0.1613,0.1615
000000526392.jpg,Blurred city street scene with moving vehicles visible.,0.0907,0.125,0.1531,0.2422
000000466125.jpg,"Blurred figures suggest a busy, dynamic indoor scene.",0.0,0.0909,0.0625,0.2159
000000222118.jpg,A person in dark clothing moves quickly across a light surface.,0.0,0.0,0.1205,0.2167
000000386912.jpg,A person is visible among many books in a library setting.,0.0228,0.1905,0.2174,0.2717
000000177893.jpg,A blurred street scene with a red and blue vehicle passing by.,0.1666,0.0,0.2843,0.2595
000000248810.jpg,Blurred natural scene with earthy tones and linear elements.,0.0,0.0,0.0617,0.1959
000000252332.jpg,"A red octagonal stop sign is visible against a green, rainy background.",0.4182,0.2667,0.4032,0.291
000000219271.jpg,"Dark, textured shapes suggest a rugged, natural landscape.",0.0,0.0,0.0562,0.1848
000000292456.jpg,A person rides a scooter on a city street.,0.5928,0.0,0.4593,0.2274
000000133343.jpg,"A man in a suit wears sunglasses, looking forward.",0.1579,0.0,0.5163,0.2825
000000436551.jpg,"A dark, elegant swan shape is visible against a muted background.",0.1067,0.0465,0.163,0.2896
000000378453.jpg,Tall grasses sway under a bright blue sky.,0.0,0.0,0.0562,0.1586
000000114049.jpg,A crowd of people is moving past a building entrance.,0.0397,0.1481,0.1695,0.2247
000000080949.jpg,A light-colored animal is visible on a surface.,0.0035,0.0714,0.2871,0.241
000000400803.jpg,A fast orange and white boat speeds across blue water.,0.5387,0.0,0.1648,0.3184
000000447465.jpg,Colorful figures move quickly past a window.,0.0,0.0714,0.1136,0.2798
000000358923.jpg,A person in red raises an arm in a busy setting.,0.0362,0.3077,0.1261,0.2522
000000491725.jpg,City lights reflect on dark water at night.,0.0058,0.3333,0.0625,0.2825
000000512564.jpg,City street scene with buildings and moving traffic.,0.0815,0.0,0.3194,0.2793
000000551804.jpg,A blurred figure runs across a wooden floor.,0.0,0.1212,0.1875,0.219
000000142585.jpg,A blurred street scene with vehicles and buildings visible.,0.1444,0.1739,0.1235,0.2188
000000474344.jpg,A person runs through heavy rain on a green field.,0.0,0.1818,0.122,0.2246
000000474028.jpg,Soccer players run on a grassy field outdoors.,0.0351,0.2308,0.2247,0.3062
000000339823.jpg,A woman with a large hat is captured in motion.,0.1642,0.0625,0.2896,0.2651
000000181421.jpg,A small boat with an umbrella moves across the water.,1.0539,0.0,0.5319,0.3154
000000401446.jpg,A person in a red dress walks outdoors.,0.2369,0.0,0.2388,0.2693
000000186938.jpg,"A bird is in motion across a dusty, outdoor surface.",0.355,0.0667,0.1829,0.2949
000000146825.jpg,A red and yellow train moves quickly across the tracks.,0.8038,0.0465,0.444,0.3042
000000364322.jpg,A flock of sheep grazes in a green field.,0.6895,0.1935,0.6411,0.3291
000000062692.jpg,A blurred figure runs across a tennis court.,0.5581,0.1143,0.4213,0.293
000000297830.jpg,"A black and tan dog sits indoors, looking happy.",0.375,0.0,0.354,0.2788
000000136772.jpg,Brightly colored bell peppers fill a clear bowl.,0.0,0.0667,0.1124,0.2603
000000461275.jpg,A street sign points to two streets amidst green foliage.,0.3875,0.08,0.2896,0.3191
000000019402.jpg,A person in a hooded garment is visible in the image.,0.0003,0.0,0.084,0.2532
000000228214.jpg,A uniformed military figure stands in an outdoor setting.,0.0008,0.0,0.1852,0.2759
000000561679.jpg,"A red sign is visible amidst a blurred, dark outdoor scene.",0.1726,0.0,0.1818,0.2761
000000463730.jpg,Blurred street scene with vehicles moving past buildings.,0.0838,0.0,0.125,0.2632
000000167067.jpg,A person in formal attire is visible in the image.,0.0216,0.125,0.15,0.2642
000000157928.jpg,People are engaged in winter sports on a snowy surface.,0.0004,0.125,0.15,0.2656
000000449579.jpg,A person jumps while holding a net in a sports setting.,0.0688,0.0769,0.3125,0.2766
000000312720.jpg,Fast motion captures a streak against a blue sky.,0.0,0.0,0.0926,0.2812
000000544052.jpg,A person rides a motorcycle on a dirt road.,0.0034,0.0,0.3155,0.2008
000000475732.jpg,A blurred orange cat is visible against a blue background.,0.3772,0.2222,0.446,0.293
000000072795.jpg,A crowd watches a sporting event on a green field.,0.1999,0.0645,0.5403,0.2998
000000541123.jpg,Players compete on a green field during a sporting event.,0.0031,0.2308,0.2896,0.2881
000000020992.jpg,A young person with dark hair looks forward in a dynamic shot.,0.1067,0.0,0.3094,0.2725
000000403584.jpg,"A dark, streaked sky looms over a brown, open landscape.",0.0123,0.0,0.061,0.2454
000000229216.jpg,Two people are interacting outdoors in a bright setting.,0.0899,0.069,0.1667,0.272
000000085823.jpg,Several zebras are walking across a grassy field.,0.3879,0.1429,0.1685,0.333
000000001675.jpg,A black cat is visible above a patterned surface.,0.6915,0.0714,0.5378,0.2881
000000495448.jpg,A figure in white is captured in motion.,0.0182,0.0,0.125,0.2018
000000022192.jpg,A dark figure stands near a reddish structure indoors.,0.0,0.1176,0.1235,0.1958
000000262048.jpg,A bright red umbrella stands over a sandy area.,0.3585,0.25,0.2581,0.3005
000000112626.jpg,A rolling suitcase is present in an indoor setting.,0.3113,0.1667,0.2581,0.3237
000000175364.jpg,A blurred interior view of a library or study area.,0.0744,0.0,0.375,0.209
000000158945.jpg,"An elephant walks through a dusty, wooded area.",0.2087,0.0,0.2622,0.2903
000000116439.jpg,A blurred street scene with colorful lights and a person.,0.0007,0.0,0.1376,0.2202
000000433103.jpg,Workers assemble items on a production line in a factory.,0.0033,0.0,0.1875,0.2405
000000553221.jpg,Skateboarders perform aerial tricks against a clear sky.,0.0,0.0,0.0746,0.2646
000000253452.jpg,A blurred table setting features plates of food and a cup.,0.4373,0.087,0.3583,0.238
000000565778.jpg,A blue train moves rapidly through a green landscape.,0.3838,0.1622,0.4133,0.3054
000000342367.jpg,A man in a hat is seated at a table indoors.,0.0005,0.0,0.1807,0.2399
000000382088.jpg,A blurred animal moves across a grassy outdoor area.,0.0,0.0,0.1111,0.2384
000000006614.jpg,"Bright circular light source amidst abstract, streaked shapes.",0.0,0.0,0.0467,0.2058
000000139684.jpg,"A bright, interior room with furniture and artwork visible.",0.2716,0.0625,0.413,0.2852
000000193743.jpg,A person in motion against a bright blue background.,0.0003,0.1765,0.101,0.2568
000000290771.jpg,Interior view through a window with blurred outdoor scenery.,0.1033,0.0606,0.1846,0.2693
000000400794.jpg,A man in a striped shirt is seated at a table.,0.4206,0.069,0.5556,0.3154
000000148508.jpg,A red object is visible in a blurred outdoor scene.,0.0594,0.0,0.1568,0.2532
000000463522.jpg,A street scene with buildings under a bright blue sky.,0.0321,0.1667,0.1695,0.2544
000000056344.jpg,"A dark, abstract interior scene with illuminated surfaces.",0.0015,0.087,0.1402,0.2037
000000134886.jpg,"A jet flies across a cloudy, open landscape.",0.0,0.0,0.1685,0.2922
000000460379.jpg,Green trees line a grassy field in motion.,0.2659,0.0,0.2752,0.2386
000000126226.jpg,People are near a red barrier on a sandy path.,0.0,0.0,0.1,0.2471
000000108503.jpg,A beach scene with ocean waves and distant trees under a blue sky.,0.19,0.0,0.1176,0.2979
000000529105.jpg,A dark animal runs through a green field.,0.2862,0.0,0.295,0.2825
000000224807.jpg,A group of people are gathered in a room.,0.3685,0.1818,0.5208,0.2898
000000193884.jpg,A bright red object is visible against a blue sky.,0.0657,0.0,0.1376,0.2355
000000212166.jpg,A person is shown with a plate of food in the foreground.,0.6872,0.0,0.5068,0.261
000000396518.jpg,A person is visible in a blurred outdoor setting.,0.0186,0.1333,0.2922,0.2257
000000070048.jpg,A blurred overhead view of a breakfast spread on a table.,0.0019,0.125,0.1485,0.2477
000000382696.jpg,A kitchen interior with cabinets and countertops is visible.,0.1555,0.0,0.2922,0.2837
000000165257.jpg,A kitchen counter with cabinets is visible in the image.,0.5261,0.0,0.4573,0.3179
000000311518.jpg,A green boat floats on calm water near buildings.,0.6451,0.0,0.4481,0.3391
000000341719.jpg,Skiers descend a snowy mountain slope under a blue sky.,0.1033,0.129,0.122,0.3145
000000427034.jpg,A blurred interior scene features a lamp and furniture.,0.0016,0.1111,0.1111,0.2113
000000229849.jpg,A tennis player is actively playing on a court.,0.8732,0.0606,0.3507,0.3123
000000189451.jpg,A plate with scattered crumbs and utensils is visible.,0.0505,0.0488,0.2315,0.2886
000000060932.jpg,A man in a suit stands among a crowd in a room.,0.5172,0.1379,0.531,0.2426
000000551820.jpg,People are moving in a bright indoor space.,0.0026,0.1538,0.3194,0.2218
000000284762.jpg,A traffic light stands near a blue sign against a blurred background.,0.7138,0.1379,0.4585,0.2742
000000067406.jpg,A bright blue sky over a green field with a moving object.,0.197,0.0,0.3378,0.3064
000000354307.jpg,A person's face is visible in a close-up shot.,0.0501,0.2143,0.1282,0.2346
000000578500.jpg,"A blurred interior scene suggests a busy, warm gathering space.",0.0,0.0833,0.0613,0.2617
000000127092.jpg,A building is visible against a light blue sky.,0.0369,0.2308,0.1587,0.2283
000000556765.jpg,"A dark elephant walks across a muted, blurred landscape.",0.2976,0.0909,0.3155,0.2861
000000066523.jpg,Interior space with light and architectural lines visible.,0.0046,0.0741,0.1402,0.2129
000000192670.jpg,Athletes run across a grassy field during a sporting event.,0.0,0.25,0.122,0.2321
000000554291.jpg,A blue object is visible in a warm indoor setting.,0.0726,0.0,0.2485,0.2935
000000226417.jpg,Abstract streaks of color suggest fast motion through a scene.,0.0194,0.0,0.1,0.197
000000368982.jpg,"A desk scene features a keyboard, microphone, and red object.",0.0015,0.0,0.15,0.1975
000000283785.jpg,"Blurred figures suggest a busy, fast-moving indoor scene.",0.0,0.0588,0.051,0.2184
000000458054.jpg,White chairs are lined up outdoors in a row.,0.003,0.2143,0.2366,0.2458
000000338905.jpg,A busy indoor scene with many people moving quickly.,0.0551,0.0,0.1235,0.21
000000579070.jpg,"A busy, warm-toned interior scene with indistinct figures.",0.0007,0.0,0.102,0.1964
000000414133.jpg,A bright blue sky overlooks a blurred roadside scene.,0.0,0.0556,0.101,0.2795
000000419098.jpg,"Bright pink, abstract, circular shapes dominate the image.",0.0,0.1429,0.0,0.2988
000000237118.jpg,A person is walking through a brightly lit hallway.,0.0023,0.0741,0.1852,0.2402
000000445999.jpg,A young woman is shown holding a small object.,0.082,0.0,0.1515,0.26
000000055072.jpg,"A giraffe is moving across a dry, open landscape.",0.2947,0.0,0.2581,0.3154
000000353518.jpg,"Tall grasses line a distant, hazy horizon under a pale sky.",0.0,0.1481,0.1087,0.1407
000000129062.jpg,Blurred urban scene with hints of buildings and traffic.,0.0632,0.1667,0.1515,0.2249
000000550322.jpg,A metal container holds various utensils in a kitchen setting.,0.7791,0.1026,0.5617,0.3665
000000384513.jpg,A blurred image shows a cart moving quickly outdoors.,0.4542,0.0976,0.1667,0.2991
000000581100.jpg,"Several deer stand in a grassy, outdoor environment.",0.0362,0.0,0.1752,0.23
000000242724.jpg,People are on a boat moving across green water.,0.0005,0.1333,0.0556,0.1863
000000081988.jpg,"Silhouetted figures run across a blurred, open landscape.",0.0,0.0,0.0467,0.1932
000000323571.jpg,A blurred street scene under a partly cloudy blue sky.,0.1991,0.2564,0.2,0.2778
000000301135.jpg,A busy street scene with blurred vehicles and people.,0.0,0.0,0.0694,0.2795
000000125129.jpg,People are gathered around a red table in a meeting setting.,0.1166,0.0645,0.2174,0.2198
000000017178.jpg,A street scene with trees and a moving vehicle.,0.0493,0.0,0.1282,0.2283
000000516318.jpg,A surfer rides a wave under a hazy sky.,0.4313,0.0,0.4133,0.2898
000000351096.jpg,Blurred office scene with documents and desk items visible.,0.0008,0.0,0.0463,0.1783
000000191672.jpg,A fast-moving object streaks across a blurred outdoor scene.,0.0,0.2,0.1235,0.1807
000000421455.jpg,A view through a moving vehicle shows bright daylight outside.,0.0151,0.0588,0.0787,0.2605
000000544605.jpg,Blurred motion captures indistinct shapes against a muted background.,0.0631,0.1875,0.2083,0.2255
000000514914.jpg,A blurred interior view shows a room with furniture and a doorway.,0.0042,0.0606,0.1802,0.2173
000000170739.jpg,"Elephants are walking in a line, possibly in a procession.",0.0171,0.0588,0.3468,0.3091
000000413395.jpg,"A person is visible in a bright, indoor setting.",0.0,0.1212,0.0926,0.2205
000000247838.jpg,Trees line a snowy landscape under a bright sky.,0.0,0.069,0.101,0.2357
000000231088.jpg,Several colorful umbrellas are depicted in a dynamic scene.,0.3118,0.0,0.2525,0.3291
