Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000118594.jpg,Brown and white cattle graze in a fenced field.,0.248,0.1111,0.2976,0.3435
000000539143.jpg,A train moves past a station platform.,0.3122,0.2069,0.3538,0.293
000000169356.jpg,A skateboard rests on a paved path near greenery.,0.0361,0.4,0.284,0.2585
000000494863.jpg,"A train travels past a blurred, green, mountainous background.",0.3247,0.0909,0.2922,0.2983
000000217753.jpg,A vibrant display of fresh fruits in a market setting.,0.4232,0.08,0.2166,0.2991
000000491213.jpg,A motorcycle speeds past a parked classic car on a road.,0.6741,0.0667,0.3876,0.3464
000000374551.jpg,A blurred animal shape moves across a muted background.,0.0,0.0,0.1111,0.1959
000000482477.jpg,A bird is captured in flight against a light background.,0.5362,0.16,0.446,0.2766
000000521259.jpg,"People are visible outdoors in a bright, active setting.",0.0093,0.0,0.1515,0.2893
000000134096.jpg,A black and orange cat is moving across a kitchen counter.,0.179,0.4348,0.1807,0.2622
000000288685.jpg,Sheep graze in a field with spectators in the background.,0.1807,0.0488,0.3413,0.2773
000000094751.jpg,A street scene with traffic lights and buildings in motion.,0.2616,0.0714,0.2953,0.3005
000000293245.jpg,A motorcycle is captured in motion on a paved area.,0.4784,0.1667,0.4121,0.2834
000000167122.jpg,"A dark, fast-moving vehicle passes under bright lights.",0.0,0.0,0.0935,0.2773
000000447187.jpg,Baseball players are active on a sunny field during a game.,0.0288,0.0,0.3126,0.3018
000000350002.jpg,A person is captured in motion within an indoor setting.,0.0031,0.0526,0.1648,0.2322
000000553664.jpg,A red laptop sits on a wooden desk in a library.,0.654,0.129,0.5556,0.2717
000000246968.jpg,A kitchen counter with various items is visible in a home.,0.272,0.0606,0.3803,0.2983
000000129054.jpg,"A wide, open landscape stretches under a pale sky.",0.0452,0.2424,0.1667,0.2432
000000138241.jpg,Plates of food are visible on a wooden surface.,0.3447,0.3636,0.4505,0.2356
000000574297.jpg,A rider on a horse gallops down a dirt path.,0.8998,0.0,0.4689,0.3086
000000328117.jpg,Doughnuts are displayed inside a glass food warmer.,0.0,0.0,0.1685,0.3215
000000192699.jpg,Two people ride mountain bikes through a forest.,0.4124,0.4167,0.3945,0.3145
000000344611.jpg,A road runs past green trees under a cloudy sky.,0.0427,0.1905,0.122,0.2092
000000153510.jpg,A dish of stir-fried ingredients over rice is visible.,0.2543,0.1176,0.1282,0.2622
000000576031.jpg,"Skier moves across a snowy, open landscape.",0.0,0.24,0.1266,0.3003
000000108864.jpg,A herd of elephants walks across a grassy plain.,0.4696,0.069,0.1235,0.3093
000000370677.jpg,Several people are visible in a blurred indoor setting.,0.0171,0.0667,0.0926,0.1726
000000502347.jpg,"A small craft flies above distant, rolling hills under a blue sky.",0.1815,0.2667,0.3094,0.303
000000098018.jpg,A blurry interior shot of a room with appliances visible.,0.1077,0.1,0.2675,0.2927
000000384666.jpg,Snowy slope with scattered objects in motion.,0.1511,0.1053,0.0633,0.2708
000000101068.jpg,A baseball player swings a bat on a grassy field.,1.0358,0.0,0.6881,0.2947
000000070254.jpg,A green and yellow train moves past a roadside scene.,0.822,0.1176,0.8783,0.2959
000000283038.jpg,A red stop sign is visible in a busy urban street scene.,1.034,0.1538,0.531,0.3149
000000398438.jpg,A person is cutting a multi-tiered wedding cake.,1.1173,0.0667,0.5575,0.3147
000000227399.jpg,A yellow and white bus moves down a city street.,0.2522,0.1935,0.3526,0.3098
000000571718.jpg,Yellow bananas are displayed on a cart near people.,0.2469,0.1667,0.284,0.3438
000000427055.jpg,A street scene features a prominent clock tower under a blue sky.,0.4121,0.0,0.2451,0.2937
000000121744.jpg,A tennis player is actively playing a match on a court.,0.2766,0.0952,0.3125,0.2983
000000460927.jpg,"A dark, large animal stands in an open, arid landscape.",0.0197,0.2424,0.3117,0.29
000000385997.jpg,A bright window illuminates a dimly visible interior scene.,0.0,0.0556,0.101,0.2783
000000016598.jpg,A person with blue hair holds a phone in a casual setting.,1.2462,0.0,0.6048,0.3528
000000240049.jpg,People are walking outdoors near a grassy area.,0.0005,0.1935,0.0562,0.209
000000526392.jpg,Cars move past a blurred urban background.,0.0714,0.125,0.2635,0.2639
000000466125.jpg,A blurry scene captures people under a pink umbrella.,0.7247,0.0,0.4505,0.2703
000000222118.jpg,A person is walking past a plain white wall.,0.0031,0.0,0.1852,0.251
000000386912.jpg,A person stands in a cluttered library or bookstore.,0.0186,0.0,0.1667,0.2783
000000177893.jpg,A red and white bus travels down a city street.,1.3784,0.0,0.5403,0.3176
000000248810.jpg,Blurred image of an animal in an enclosure outdoors.,0.0005,0.0513,0.0617,0.3147
000000252332.jpg,A red octagonal stop sign is centered in the image.,0.5079,0.1333,0.446,0.3242
000000219271.jpg,Misty mountains under a cloudy sky.,0.0,0.0645,0.0952,0.2178
000000292456.jpg,A person pushes a cart past a storefront window.,0.0195,0.0667,0.1852,0.2435
000000133343.jpg,A man in a suit and sunglasses is captured in motion.,0.7052,0.0714,0.4646,0.2947
000000436551.jpg,"Black swans swim across a calm, muted water surface.",0.1638,0.186,0.3897,0.3391
000000378453.jpg,"A dusty, open landscape with distant trees under a blue sky.",0.0,0.1081,0.1087,0.1888
000000114049.jpg,People are moving through a brightly lit indoor space.,0.0662,0.1481,0.1111,0.2317
000000080949.jpg,A white cat is running across a reflective surface.,0.0406,0.0,0.1667,0.25
000000400803.jpg,A fast orange boat cuts through blue water.,0.8684,0.0,0.2871,0.3145
000000447465.jpg,A person in bright clothing is visible in a blurred outdoor setting.,0.033,0.0625,0.2748,0.2185
000000358923.jpg,"People are gathered in a bright, busy outdoor setting.",0.0,0.3846,0.0463,0.2172
000000491725.jpg,City lights reflect on dark water at night.,0.0058,0.25,0.0625,0.2825
000000512564.jpg,City street view with buildings lining the road.,0.0828,0.0,0.3945,0.2842
000000551804.jpg,A person in yellow and white runs on a track.,0.0054,0.1875,0.2556,0.2627
000000142585.jpg,Traffic moves past a large red object in a city setting.,0.0036,0.1818,0.3079,0.2568
000000474344.jpg,A person is running across a grassy outdoor area.,0.0064,0.1935,0.2505,0.2607
000000474028.jpg,Two soccer players compete on a grassy field outdoors.,0.3176,0.08,0.1667,0.313
000000339823.jpg,A person holding an umbrella is visible against a light blue background.,0.5504,0.129,0.4464,0.3145
000000181421.jpg,A small boat with an umbrella sails across the water.,1.0539,0.0,0.5319,0.3032
000000401446.jpg,A woman walks outdoors in a park setting.,0.1152,0.1333,0.2871,0.2812
000000186938.jpg,A small bird is captured in motion on the ground.,0.6999,0.0667,0.4537,0.2886
000000146825.jpg,A red and yellow train moves along the tracks.,0.9092,0.0,0.5208,0.3025
000000364322.jpg,A flock of sheep grazes across a green field.,0.6418,0.2759,0.5163,0.3252
000000062692.jpg,A blurred athlete runs on a track in front of a fence.,0.007,0.1579,0.3394,0.2537
000000297830.jpg,A black and tan dog sits outdoors in a yard.,0.4791,0.0,0.4429,0.2837
000000136772.jpg,A bowl of mixed colorful fruit sits on a light surface.,0.5308,0.1333,0.6158,0.3005
000000461275.jpg,"Two street signs are visible against a green, blurred background.",0.1563,0.0741,0.2896,0.3184
000000019402.jpg,Two figures in hooded jackets are visible in a bright setting.,0.0221,0.0,0.1205,0.2573
000000228214.jpg,A uniformed man is holding a phone outdoors.,0.0412,0.2857,0.2871,0.3325
000000561679.jpg,A red banner hangs near a road with trees in the background.,0.0432,0.1538,0.2505,0.248
000000463730.jpg,A large truck is driving on a road with buildings in the background.,0.0014,0.0,0.1176,0.292
000000167067.jpg,A young man in a suit and bow tie is smiling.,1.019,0.069,0.4295,0.2866
000000157928.jpg,Skier descends snowy slope with snowboarder nearby.,0.0008,0.069,0.0568,0.2542
000000449579.jpg,A blurred athlete jumps while playing on a blue court.,0.2919,0.1739,0.4088,0.2686
000000312720.jpg,A snowy landscape under a dynamic blue and white sky.,0.0352,0.15,0.1034,0.27
000000544052.jpg,A person on a skateboard moves down a paved road.,0.0026,0.0,0.122,0.2135
000000475732.jpg,Orange cat wearing a blue cap is visible in the image.,0.4814,0.1935,0.4782,0.344
000000072795.jpg,A blurred view of a baseball stadium with a crowd.,0.172,0.0,0.2294,0.3127
000000541123.jpg,A wide view of a green sports field with players.,0.0028,0.2143,0.25,0.2627
000000020992.jpg,A woman is eating something while looking intently off-camera.,0.0513,0.0,0.2315,0.3357
000000403584.jpg,Silhouetted figures stand on a beach under dark clouds.,0.3507,0.0625,0.49,0.3333
000000229216.jpg,"Two young people are seated outdoors, one eating.",0.0854,0.1379,0.2608,0.2698
000000085823.jpg,Zebras are walking across a green grassy field.,0.2522,0.0769,0.1685,0.3386
000000001675.jpg,A black and white cat is visible behind a metal surface.,0.8338,0.1538,0.6401,0.3225
000000495448.jpg,A multi-tiered white wedding cake is displayed.,0.8735,0.0769,0.4747,0.3196
000000022192.jpg,A blurry scene features a dog and a reddish object.,0.1652,0.0,0.2896,0.2737
000000262048.jpg,A bright red umbrella stands over a sandy area.,0.3585,0.129,0.2581,0.3005
000000112626.jpg,A rolling suitcase is moving across a light-colored floor.,0.3152,0.1667,0.3188,0.3137
000000175364.jpg,"A modern, spacious kitchen with dark cabinetry and light countertops.",0.1922,0.0714,0.446,0.2925
000000158945.jpg,Two elephants walk on a dirt path through trees.,0.0028,0.1429,0.3205,0.3049
000000116439.jpg,"A busy, colorful street scene with motion blur.",0.0005,0.0,0.0935,0.224
000000433103.jpg,Students sit at desks in a classroom setting.,0.042,0.0606,0.2608,0.27
000000553221.jpg,Skateboarders jump in the air over water.,0.0419,0.0,0.2131,0.2878
000000253452.jpg,"A breakfast spread featuring pastries, cheese, and coffee.",0.0939,0.0833,0.2203,0.2615
000000565778.jpg,A blue train moves along railway tracks through a green landscape.,0.4379,0.1579,0.4043,0.2979
000000342367.jpg,A scene inside a courtroom or formal setting is visible.,0.0,0.1,0.1648,0.26
000000382088.jpg,A horse runs across a dirt track in a field.,0.8918,0.0769,0.4088,0.2502
000000006614.jpg,Abstract shapes and forms are present in the image.,0.0044,0.0,0.119,0.2483
000000139684.jpg,A blurred interior shot of a living room with furniture.,0.3838,0.0,0.3512,0.2751
000000193743.jpg,A person in white shirt stands on a blue track.,0.0048,0.2162,0.375,0.3027
000000290771.jpg,A modern room with large windows overlooking a forest.,0.6915,0.125,0.5163,0.3376
000000400794.jpg,A man in a striped shirt eats food from a plate.,1.0496,0.069,0.7081,0.334
000000148508.jpg,A red double-decker bus moves down a city street.,0.8639,0.05,0.727,0.3044
000000463522.jpg,A horse-drawn carriage moves down a sunny city street.,0.3599,0.24,0.3507,0.3435
000000056344.jpg,A computer setup with multiple monitors is visible.,0.4187,0.24,0.1869,0.3259
000000134886.jpg,"A jet flies under a cloudy, overcast sky.",0.0,0.0952,0.1685,0.2771
000000460379.jpg,"Green trees line a grassy, open field.",0.0519,0.0606,0.1266,0.235
000000126226.jpg,People are visible near a track with some red objects.,0.002,0.1667,0.1,0.2627
000000108503.jpg,People walk on a sandy beach near the ocean waves.,0.3879,0.1481,0.4901,0.3003
000000529105.jpg,A dark horse runs across a green field.,0.8566,0.0769,0.3477,0.2874
000000224807.jpg,A crowded indoor event features people seated around tables.,0.0411,0.0909,0.3155,0.325
000000193884.jpg,A road leads past a white barrier with a stop sign.,0.3669,0.0,0.2273,0.3181
000000212166.jpg,A young girl looks thoughtfully at a plate of food.,0.2453,0.08,0.3512,0.3101
000000396518.jpg,"A person in a boat moves through a dense, green forest.",0.3806,0.0714,0.3431,0.3455
000000070048.jpg,"Breakfast items like food, coffee, and toast are displayed.",0.0015,0.129,0.0463,0.236
000000382696.jpg,A blurred interior shot of a modern kitchen space.,0.119,0.0769,0.1667,0.2698
000000165257.jpg,A kitchen counter and cabinets are visible in the image.,0.4434,0.0,0.372,0.3152
000000311518.jpg,A green canoe floats on calm water near buildings.,0.1179,0.0,0.2922,0.3547
000000341719.jpg,Skiers descend a snowy mountain slope under a blue sky.,0.1033,0.1429,0.122,0.3145
000000427034.jpg,A blurred indoor scene features a lamp and a dog.,0.0019,0.1622,0.1379,0.3032
000000229849.jpg,A female athlete runs on a track in a stadium.,0.0734,0.0606,0.1648,0.2198
000000189451.jpg,A plate with cake and utensils is visible on a table.,0.4576,0.1026,0.4482,0.3162
000000060932.jpg,A blurred indoor scene features several people in motion.,0.0424,0.129,0.1852,0.2332
000000551820.jpg,People are engaged in an indoor activity or class.,0.0006,0.069,0.1235,0.2937
000000284762.jpg,A traffic light is visible against a blurred background.,0.6736,0.1379,0.4956,0.2703
000000067406.jpg,A blurred figure runs across a green field under a blue sky.,0.0852,0.0,0.1613,0.2993
000000354307.jpg,A person is lying down with visible injuries on their face.,0.6281,0.2143,0.4055,0.3057
000000578500.jpg,"A modern, warmly lit living room with red walls.",0.3141,0.08,0.4167,0.3079
000000127092.jpg,A multi-story building stands on a city street.,0.0991,0.25,0.2601,0.2527
000000556765.jpg,An elephant walks through shallow water.,0.6941,0.16,0.3571,0.3196
000000066523.jpg,A softly lit bedroom with a large bed and stone fireplace.,0.1669,0.2,0.2273,0.2559
000000192670.jpg,Baseball players are active on a grassy field.,0.0,0.2609,0.3194,0.2786
000000554291.jpg,A dog in a blue cone is on a wooden table.,0.2361,0.0645,0.4472,0.2996
000000226417.jpg,Busy city street scene with blurred motion.,0.0555,0.1081,0.2222,0.2532
000000368982.jpg,Scissors rest on a wooden surface near fabric scraps.,0.2614,0.0588,0.3472,0.2739
000000283785.jpg,"A busy, brightly lit interior space with people present.",0.0,0.0588,0.0505,0.2472
000000458054.jpg,A row of white outdoor air conditioning units.,0.5402,0.2143,0.295,0.2413
000000338905.jpg,A blurred scene of people dining at tables outdoors.,0.1248,0.0,0.4133,0.3403
000000579070.jpg,People are gathered around a wooden table indoors.,0.894,0.1379,0.405,0.2639
000000414133.jpg,A street scene with a traffic sign under a blue sky.,0.3058,0.0556,0.1485,0.3201
000000419098.jpg,"Bright pink, abstract, stylized shapes dominate the image.",0.0,0.1481,0.0,0.2876
000000237118.jpg,A man stands inside an elevator.,0.0682,0.069,0.1282,0.2964
000000445999.jpg,A young woman with dark hair is shown holding a microphone.,0.1513,0.1429,0.3431,0.2151
000000055072.jpg,A giraffe walks across a blurred savanna landscape.,0.3113,0.0,0.2608,0.3152
000000353518.jpg,Boats rest on a sandy beach under a clear sky.,0.3463,0.0741,0.2198,0.3372
000000129062.jpg,A busy street scene with storefronts and blurred motion.,0.1245,0.4348,0.3188,0.2499
000000550322.jpg,A blender sits on a counter against a woven background.,0.002,0.0526,0.2896,0.2869
000000384513.jpg,A traffic sign is visible above a blurred scene of activity.,0.0027,0.0952,0.163,0.2717
000000581100.jpg,"Two deer stand in a grassy, open field.",0.0832,0.1333,0.2388,0.203
000000242724.jpg,"People ride a boat on calm, greenish water under a cloudy sky.",0.2481,0.1379,0.1613,0.189
000000081988.jpg,A person stands on a beach with the ocean in the background.,0.3674,0.2759,0.436,0.2275
000000323571.jpg,A blurred outdoor scene with a blue sky and clouds.,0.0487,0.2564,0.15,0.262
000000301135.jpg,A busy street scene with blurred activity and greenery overhead.,0.0,0.0571,0.0685,0.2988
000000125129.jpg,People are gathered around a table in a meeting setting.,0.1606,0.0714,0.2198,0.239
000000017178.jpg,A blurred outdoor scene shows a path lined with trees.,0.0006,0.0714,0.1099,0.2228
000000516318.jpg,"A surfer rides a wave on a misty, overcast ocean.",0.4741,0.0,0.5617,0.3193
000000351096.jpg,Scissors are near a blurred electronic device.,0.0222,0.0833,0.2635,0.3074
000000191672.jpg,A surfer rides a large wave at the ocean shore.,0.1935,0.1875,0.3153,0.2939
000000421455.jpg,A view through a car window with bright outdoor scenery.,0.2186,0.1212,0.2929,0.2462
000000544605.jpg,"A blurred view of a gray, textured surface with some markings.",0.0013,0.0571,0.1807,0.228
000000514914.jpg,A bathroom interior with a sink and toilet is visible.,0.4811,0.0606,0.446,0.3015
000000170739.jpg,Elephants are walking past a red railing in a busy area.,0.0213,0.0571,0.3431,0.3225
000000413395.jpg,A man sits on a couch while a cat is nearby.,1.2462,0.2424,0.7081,0.3213
000000247838.jpg,Snowy landscape with trees under a bright sky.,0.0,0.2143,0.0562,0.2371
000000231088.jpg,Several colorful umbrellas are shown against a blue sky.,0.4575,0.1429,0.202,0.3689
