Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIPScore_Score
000000142585.jpg,Traffic scene with vehicles and overhead signage visible.,0.1087,0.2857,0.0625,0.2781
000000474344.jpg,A man practices frisbee outdoors in a grassy park.,0.073,0.1818,0.3155,0.3015
000000474028.jpg,Soccer players compete on a grassy field outdoors.,0.0312,0.1667,0.1685,0.3179
000000339823.jpg,Smiling pregnant woman holds a dark lace umbrella outdoors.,0.6873,0.3333,0.4481,0.3511
000000181421.jpg,Family enjoys a boat ride under an umbrella on the water.,0.5218,0.4706,0.4055,0.3401
000000401446.jpg,Woman in patterned dress stands under an umbrella in the rain.,0.2322,0.2759,0.3125,0.3037
000000186938.jpg,A small bird stands on sandy beach in bright sunlight.,1.0536,0.0645,0.686,0.2942
000000146825.jpg,A vintage red and yellow railway carriage sits on tracks.,0.233,0.186,0.4092,0.3115
000000364322.jpg,A flock of sheep grazes on a green pasture.,0.5895,0.3226,0.4505,0.3311
000000062692.jpg,A female tennis player practices on a court.,0.522,0.1081,0.418,0.3152
000000297830.jpg,A fluffy dog sits on a wooden porch outside a house.,0.4654,0.125,0.4055,0.2566
000000136772.jpg,A colorful bowl of fresh strawberries and oranges.,0.8166,0.2143,0.465,0.342
000000461275.jpg,Street signs for Furnace and Crapo Streets under green trees.,0.729,0.2963,0.4092,0.3799
000000019402.jpg,Two people in winter coats are pictured closely together.,0.6446,0.0,0.5975,0.2637
000000228214.jpg,A man in a military uniform looks at his phone outdoors.,0.6018,0.2857,0.6899,0.3311
000000561679.jpg,A street maintenance sign is posted near trees on a road.,0.8986,0.1379,0.4222,0.293
000000463730.jpg,Traffic scene with buses and cars on a city street.,0.3402,0.1,0.3117,0.2893
000000167067.jpg,A young man in a suit smiles at the camera.,0.2153,0.1935,0.3156,0.2676
000000157928.jpg,"Hikers with gear stand in a snowy, wooded outdoor area.",0.0013,0.125,0.15,0.312
000000449579.jpg,Tennis player serves a powerful shot on a blue court.,0.1666,0.1739,0.4088,0.282
000000312720.jpg,"Skier jumps through the air under a bright, cloudy sky.",0.3593,0.0976,0.4573,0.3286
000000544052.jpg,"Star Wars action figures stand on a rough, outdoor surface.",0.242,0.0667,0.3117,0.3071
000000475732.jpg,Orange cat wearing a blue baseball cap looks forward.,0.6797,0.25,0.5975,0.3621
000000072795.jpg,Baseball game in progress with a large crowd watching.,0.1618,0.1429,0.2922,0.2842
000000541123.jpg,Tennis players compete on a green court during a tournament.,0.1405,0.1538,0.4537,0.2935
000000020992.jpg,A woman with a surprised expression eats a piece of bread.,0.0807,0.25,0.2304,0.3599
000000403584.jpg,Surfers stand on a dark beach under stormy skies.,0.2316,0.129,0.463,0.3474
000000229216.jpg,"Two women are sitting outdoors, one looking down at a phone.",1.0433,0.069,0.8147,0.3406
000000085823.jpg,Three zebras graze peacefully in a grassy field.,0.2652,0.24,0.3546,0.3257
000000001675.jpg,A black cat rests near a computer keyboard.,0.9342,0.129,0.5257,0.3303
000000495448.jpg,"A beautiful, multi-tiered white wedding cake is displayed.",0.8049,0.1538,0.4688,0.3108
000000022192.jpg,A dog sits near a brown bag and bedding indoors.,0.5683,0.0588,0.4689,0.311
000000262048.jpg,People relax on the beach under a bright red umbrella.,1.1418,0.2941,0.6347,0.3276
000000112626.jpg,A silver rolling suitcase sits on a wooden floor indoors.,1.0035,0.0769,0.5906,0.3311
000000175364.jpg,"A modern, well-equipped kitchen with stainless steel appliances.",0.2801,0.1429,0.3546,0.3198
000000158945.jpg,An elephant walks on a dirt path near a wooden structure.,0.7083,0.0,0.5334,0.3337
000000116439.jpg,An elderly woman rows a boat on a canal.,0.5398,0.1111,0.3507,0.3552
000000433103.jpg,Children are seated and engaged in a classroom activity.,0.1223,0.25,0.5208,0.2629
000000553221.jpg,Kitesurfers soar above the water on a sunny day.,0.0609,0.1765,0.284,0.3215
000000253452.jpg,A plate of fish with sauce sits near fried onion rings.,0.6524,0.1739,0.4395,0.2656
000000565778.jpg,A blue train emerges from a tunnel into a green forest.,0.4613,0.2222,0.2652,0.3279
000000342367.jpg,A man in a hat speaks on a television screen.,0.3768,0.2,0.2439,0.3184
000000382088.jpg,A white horse stands in a sandy riding arena.,1.239,0.0,0.6651,0.3164
000000006614.jpg,"A still life arrangement of grapes, fruit, and nuts.",0.0923,0.129,0.1667,0.3225
000000139684.jpg,"A warm, modern living room with comfortable seating and natural light.",0.2861,0.0606,0.3484,0.2717
000000193743.jpg,A referee signals during a blue court sport match.,0.1534,0.0556,0.1515,0.3696
000000290771.jpg,"Modern living space overlooks a dense, autumnal forest view.",0.1373,0.1818,0.5506,0.3347
000000400794.jpg,A man eats a piece of food while wearing a striped shirt.,0.2461,0.2,0.3841,0.3506
000000148508.jpg,Red double-decker bus drives down a city street.,0.396,0.2791,0.5575,0.301
000000463522.jpg,"Horse-drawn carriage moves down a sunny, historic street.",0.2686,0.4,0.295,0.3479
000000056344.jpg,Two computer monitors display various digital interfaces on a desk.,0.5722,0.3077,0.4092,0.2986
000000134886.jpg,Lufthansa airplane flies under a cloudy sky.,0.1314,0.1053,0.1705,0.2654
000000460379.jpg,"Giraffes graze in a grassy, wooded enclosure.",0.1821,0.1935,0.3235,0.3567
000000126226.jpg,Baseball players sit near a dirt field sideline.,0.3189,0.1714,0.3827,0.3467
000000108503.jpg,Surfers enjoy the waves on a sunny beach.,0.1179,0.069,0.3546,0.291
000000529105.jpg,A black and white horse grazes in a grassy field.,0.6186,0.2308,0.4537,0.3076
000000224807.jpg,People gather around a table for a shared meal.,0.3442,0.1667,0.631,0.332
000000193884.jpg,A solemn cemetery road lined with white headstones under a blue sky.,0.1537,0.2069,0.1351,0.2976
000000212166.jpg,A young child looks thoughtfully at a plate of food.,0.4558,0.1379,0.4092,0.3115
000000396518.jpg,A person paddles a boat through dense jungle waterways.,0.2594,0.1333,0.2366,0.3567
000000070048.jpg,"A meal of salad, soup, and a burger is laid out.",0.3307,0.1935,0.1818,0.2827
000000382696.jpg,Construction work is underway in a kitchen renovation.,0.1355,0.3704,0.295,0.3203
000000165257.jpg,A kitchen counter area with wooden cabinets and black granite.,0.4846,0.1818,0.3849,0.3367
000000311518.jpg,A small green boat floats on calm water near modern buildings.,0.8334,0.3636,0.44,0.3433
000000341719.jpg,Skiers descend a snowy mountain slope under a bright sky.,0.0998,0.2,0.122,0.3169
000000427034.jpg,A dog rests its head on a laptop keyboard under a lamp.,1.2314,0.1053,0.8065,0.3743
000000229849.jpg,A tennis player serves on a sunny outdoor court.,0.7016,0.1875,0.3507,0.2964
000000189451.jpg,A slice of dark chocolate cake sits on a white plate.,0.7912,0.2051,0.5556,0.3259
000000060932.jpg,Groom smiles with bride under a grand chandelier.,0.0,0.0714,0.1124,0.2896
000000551820.jpg,A man plays volleyball indoors against an opponent.,0.0056,0.1379,0.125,0.3213
000000284762.jpg,A traffic light stands next to a street sign in a modern setting.,1.1967,0.1935,0.609,0.3091
000000067406.jpg,A person flies a colorful kite over a green field.,0.5247,0.125,0.3912,0.344
000000354307.jpg,A young boy lies in bed with visible skin lesions on his head.,0.0867,0.2069,0.2232,0.2795
000000578500.jpg,"A richly decorated, warm-toned living room with comfortable seating.",0.2316,0.087,0.4167,0.3154
000000127092.jpg,A street scene features a prominent sign and historic buildings.,0.3298,0.2308,0.2119,0.2615
000000556765.jpg,An elephant walks through a flowing river.,0.7039,0.16,0.4566,0.3347
000000066523.jpg,"A cozy, draped bed with white linens in a light-colored room.",0.5027,0.0714,0.4646,0.3247
000000192670.jpg,A baseball player fields a ball while another runs.,0.2551,0.24,0.3897,0.3066
000000554291.jpg,A blurry cat peeks out from a blue bowl on a wooden table.,0.4589,0.129,0.4536,0.3296
000000226417.jpg,Motorbikes and pedestrians navigate a busy Asian street scene.,0.1206,0.1053,0.1894,0.3384
000000368982.jpg,Scissors and craft supplies rest on a wooden surface.,0.2797,0.3429,0.4674,0.3037
000000283785.jpg,A man addresses a crowd in a brightly lit indoor space.,0.0304,0.2941,0.3125,0.3113
000000458054.jpg,"A row of old, weathered toilets sits outdoors on a roof.",0.8416,0.2143,0.4848,0.3154
000000338905.jpg,People gather for an outdoor meal under a tent.,0.1295,0.0,0.1235,0.3162
000000579070.jpg,A group of people are gathered around a wooden table socializing.,1.2726,0.129,0.7095,0.2842
000000414133.jpg,A road sign stands near a building on a sunny day.,0.3102,0.0556,0.198,0.3152
000000419098.jpg,Bright pink scissors are clustered together against a black background.,0.2975,0.0645,0.1271,0.3374
000000237118.jpg,A man stands in an elevator looking directly at the camera.,0.0666,0.1379,0.198,0.3132
000000445999.jpg,Young woman holds a piece of white food near her mouth.,0.2629,0.129,0.1807,0.3284
000000055072.jpg,A giraffe stands in dry savanna under an overcast sky.,0.2814,0.2778,0.375,0.3267
000000353518.jpg,"Fishing boats rest on a sandy, low-tide beach.",0.2573,0.2069,0.2871,0.3401
000000129062.jpg,A storefront with a red awning and illuminated sign is visible.,0.0026,0.6154,0.163,0.2935
000000550322.jpg,A collection of kitchen utensils sits in a metal container.,1.2816,0.1053,0.8723,0.3394
000000384513.jpg,A horse-drawn cart is parked on a cobblestone street.,0.4555,0.1,0.3444,0.3438
000000581100.jpg,Giraffes and other animals graze in a sunny savanna enclosure.,0.5847,0.1935,0.372,0.3203
000000242724.jpg,"Two women ride horses in clear, tropical water.",1.9932,0.129,0.5082,0.3716
000000081988.jpg,Man stands on beach facing ocean with children nearby.,0.2149,0.0,0.3472,0.26
000000323571.jpg,"A Hollywood sign hangs against a bright, cloudy sky.",0.3299,0.3077,0.202,0.2595
000000301135.jpg,People relax on a bench under city trees.,0.1158,0.25,0.2817,0.3193
000000125129.jpg,A man in white discusses papers while others observe.,0.3093,0.129,0.4167,0.2808
